PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	PCA10	DistanceScore	pvalue	PercentageMissingPerRecord	V1	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
2	1	n11	SAMPLE	Roscovitine	0.583538585477411	1.09760550565019	-0.786315694525582	0.853607866359817	0.871685963467856	-0.633193996549387	-0.534064401601649	0.691546147159387	1.13634364748752	0.1628095549338	1.41531849660588	8.71929509701417e-78	0	388	Roscovitine	+ IR	N11	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	55817.0952380952
1	1	j16	SAMPLE	Gabexate mesylate	-1.12849144213919	0.28169020586997	0.318509846037105	-0.22896305865264	0.0987272417089387	-0.638187903151045	-0.279771089516059	0.513743035641558	1.92566205398227	0.0820943990984013	1.40974384631336	4.35564190325148e-77	0	111	Gabexate mesylate	+ IR	J16	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	46512.4953703704
1	1	n13	SAMPLE	2.2'.3.3'.4.4'-Hexahydroxy-1.1'-biphenyl-6.6'-dimethanol dimethyl ether	-0.241238804825905	0.156944004294219	1.22195889191034	-0.412143534631322	-0.807073015361485	1.14648911959399	-1.2818926585585	0.23249738172575	0.885638937291858	-0.0319226821242746	1.40222834940667	3.83595356775288e-76	0	15	2.2'.3.3'.4.4'-Hexahydroxy-1.1'-biphenyl-6.6'-dimethanol dimethyl ether	+ IR	N13	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	50705.6373626374
1	1	j14	SAMPLE	Kenpaullone	1.29158926563481	-0.195446245460005	1.8417369660345	-1.61086853802069	-0.0470579512300168	1.32365286726908	1.6327041857288	1.51955543494105	1.23117103062948	1.71794282641093	1.40048639286468	6.1287338062905e-76	0	134	Kenpaullone	+ IR	J14	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	56810.9659090909
2	1	i13	SAMPLE	ZM 449829	-0.438299791969467	0.384635254080431	-0.553496870010253	-0.10086346113738	0.418665469542785	0.22960616674933	-0.246535415761157	0.939209516124384	0.384892440942221	0.820773245867036	1.39794398262584	1.24017048569856e-75	0	437	ZM 449829	+ IR	I13	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	52836.2160493827
2	1	c08	SAMPLE	PEmptyK	2.04234833647285	-0.649761033620965	-1.2855971004571	0.762239156234382	-0.975749717189031	-0.528793924488579	-1.47659285922971	0.313902889891108	0.0778647639742683	1.40337573312469	1.39415783767653	3.61276594444818e-75	0	374	PEmptyK	+ IR	C08	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	59430.9734513274
1	1	f16	SAMPLE	SU 4312	-0.0624799522371524	-0.457209507805373	0.906388903970766	-0.906385882960286	-0.626824208912626	-0.228927173083616	-0.0108882440261856	0.217151813251851	1.33437996579322	-1.59619480490397	1.392405034951	5.80048425092462e-75	0	188	SU 4312	+ IR	F16	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	49282.368159204
2	1	d19	SAMPLE	Daidzein	0.975004859007014	-0.830384370186582	-0.982250325385408	-0.0598842350991014	-1.25690668336401	0.243261445753216	-0.620495236000043	1.01538410180704	0.0240293592072895	1.27332098095401	1.3894334344201	1.329827286374e-74	0	293	Daidzein	+ IR	D19	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	56983.3969465649
2	1	i15	SAMPLE	DL-Thiorphan	0.0439008329988426	-0.0584591963647079	-0.455400844687411	-0.804127522149929	-0.586144819570206	-0.110652470157739	-0.446071454392288	-0.254052445786029	-0.54655331175155	1.29780792487406	1.3877702545105	2.0817647482853e-74	0	295	DL-Thiorphan	+ IR	I15	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	53187.2790697674
2	1	g15	SAMPLE	U-0126	2.95645618384906	-0.395631456529342	-1.164308127268	-0.985954419914145	-0.252055358583892	2.58472501550792	0.685046013032273	0.131756145099378	1.80533686593217	2.1697228204006	1.38687867435088	2.60539701386203e-74	0	423	U-0126	+ IR	G15	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	81089.3308270677
1	1	c13	SAMPLE	Calpeptin	1.08072429416346	-1.17959168337664	-0.723044719749365	-2.31806802792907	-0.711457024379441	-0.0282642014053153	1.27444984250964	0.785433744672718	0.037475140976758	-0.196776696198516	1.38540925271059	3.86078447269224e-74	0	64	Calpeptin	+ IR	C13	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	59632.0838709677
2	1	l07	NEGATIVE	DMSO	0.0275554494700723	0.644828018580897	-0.795187415145222	0.282067202900889	1.16262318627335	0.536683561966686	-0.538151722443984	0.36930032954416	0.58535341472698	0.866985337837927	1.38208993911685	9.78727671697878e-74	0	313	DMSO	+ IR	L07	AstroD_IR_3uM	3uM	NEG	AstroD_IR_3uM	53415.9856115108
1	1	b07	SAMPLE	Wortmannin	1.73070652807671	0.436004434282609	-0.645328095983809	-0.244488858332376	0.0161421891703708	1.09634397914075	-1.48286663066734	0.32606207540801	0.505630711874529	-0.523088552215999	1.37791162454571	3.17422366098058e-73	0	214	Wortmannin	+ IR	B07	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	62463.2086330935
1	1	e11	SAMPLE	Dec-RVKR-CMK	0.352842814154486	-0.784522638589708	-1.54124365640625	-1.07595131162788	-1.21123795985941	0.275565943972324	0.155117805422867	0.825163011870383	-0.748597551365041	-0.488454879476659	1.37574712589086	5.74612327701585e-73	0	72	Dec-RVKR-CMK	+ IR	E11	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	56175.0292397661
2	1	g18	SAMPLE	TPCK	0.28626228062714	1.8011670472375	-0.17016869838556	1.22271534322893	-0.0803524929810592	0.413578586101782	-0.316839720794176	0.365852065336795	0.027606477351684	0.912406823496205	1.37518177228461	6.56351448197155e-73	0	410	TPCK	+ IR	G18	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	53051.4955752212
2	1	o05	SAMPLE	5-Aza-2'-deoxycytidine	0.939675953647342	0.132572737263818	-0.53728534029578	0.757141526358945	0.596595652792004	1.23148746170349	-0.12715937630677	0.759586812687591	1.31549526861917	1.73902658474311	1.37361259744846	1.00154838684453e-72	0	245	5-Aza-2'-deoxycytidine	+ IR	O05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	61373.0325203252
1	1	m07	NEGATIVE	DMSO	1.43698548074474	1.59711437776182	-0.640960966702808	1.4388644123076	1.26757881552182	1.57616696849522	0.628608406974333	3.0504343407506	1.790991789212	-0.142097719647999	1.37215131775892	1.44190913178823e-72	0	96	DMSO	+ IR	M07	AstroD_IR_1uM	1uM	NEG	AstroD_IR_1uM	63811.9821428571
2	1	f19	SAMPLE	Boc-Gly-Val-Val-CHO	-1.39655036024478	0.309795548746046	-1.26884406345929	-0.283176295024577	-1.35424013789837	-0.58505181238305	-1.33492453906188	-1.29642879945828	0.374171951363816	0.429873909542112	1.37222023374902	1.44190913178823e-72	0	282	Boc-Gly-Val-Val-CHO	+ IR	F19	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	44049
2	1	j15	SAMPLE	Indirubin-3'-monooxime	0.195415919968993	0.951246439267668	-1.47121552037526	-2.33355416359126	0.694797895739074	1.01498458032953	1.40841687610824	1.21200015862672	1.08290969405183	0.406923369230818	1.37149850849586	1.69342592737294e-72	0	344	Indirubin-3'-monooxime	+ IR	J15	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	62068.7988505747
2	1	n19	SAMPLE	Salermide	1.33987273714549	0.718831901165454	1.09494406286719	0.709240990712751	-1.57092793023234	-0.387930869058423	-0.635618797745778	0.782300197819426	-0.0126703584223815	1.23166787675905	1.36992651993963	2.59020809869673e-72	0	391	Salermide	+ IR	N19	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	54442.826446281
1	1	d19	SAMPLE	Daidzein	0.282336217925922	-0.570934894049839	-0.473086431273737	-1.0400154453602	-0.201697263823816	-0.779719824830221	-1.07370989728413	0.70231302924058	-0.558627627009961	0.0662731952321805	1.3688839770663	3.40470240438356e-72	0	71	Daidzein	+ IR	D19	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51053.5803108808
1	1	j11	SAMPLE	BML-210	-0.246599627240564	0.885560857199475	-0.814199895678061	0.474147924508935	-0.420084450386031	-0.422713113800608	0.214640454767352	0.103975469496172	0.727263496020362	0.248022519282906	1.36452217158619	1.15581246288559e-71	0	47	BML-210	+ IR	J11	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51822.4861878453
1	1	g15	SAMPLE	U-0126	1.17785321912947	0.775527511747916	-0.679291384462243	-1.54449182828077	-0.299094662545087	2.20517724639976	2.35829861777486	0.0629067078089086	0.959786946541274	-0.731691268306988	1.36393255374623	1.33495588500519e-71	0	210	U-0126	+ IR	G15	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	65563.1556886227
1	1	e12	SAMPLE	SP 600125	0.355272604014199	-0.504624462594569	0.449569222127824	-0.593323762593465	-1.27807665146753	-0.00117528182476418	0.821979141398543	1.27114703658245	0.193760423269597	-1.26925651094044	1.3592652468653	4.92187821328357e-71	0	184	SP 600125	+ IR	E12	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	50493.2684563758
2	1	l05	SAMPLE	Cilastatin	-0.0179297854983098	0.779432253538299	-1.07947805479239	-1.61339478487402	0.312160325668829	0.816801650759022	-0.107951960887311	0.701278480161706	-1.49675844729598	1.64354618909124	1.35579605872911	1.28651253218087e-70	0	290	Cilastatin	+ IR	L05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	55856.3821656051
1	1	l05	SAMPLE	Cilastatin	0.241417499498553	0.810890758544265	-0.353513150878874	0.304886637511287	-0.427035689059088	0.0310951004767454	-0.458742060435494	1.2749610508155	-0.354877586050044	1.17825611181858	1.34146652224279	7.09071370958191e-69	0	67	Cilastatin	+ IR	L05	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51824.993902439
1	1	i14	SAMPLE	Triciribine	2.12758605431052	-0.048021778909736	-1.07354370499287	-1.06548715570891	-0.260962821610093	0.715837287816907	-0.167054547572047	-0.644394492868989	0.47328457884243	0.603603764079796	1.33004323871683	1.66390206300215e-67	0	200	Triciribine	+ IR	I14	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	66319.0894308943
2	1	e05	SAMPLE	Argatroban	-0.320458921185162	-0.0362768977689935	-1.26543764548841	-1.93327042627969	0.790451748118795	0.37021023962538	-0.407172175947918	-0.135936463993539	-0.685739672543845	0.148557355193134	1.32978058816287	1.75126165399677e-67	0	267	Argatroban	+ IR	E05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	54329.79375
1	1	c15	SAMPLE	Calpain Inhibitor II (ALLM)	0.246444382873352	-0.670467293795635	-0.85478241349154	-0.743303973190489	-1.47510676049504	-1.24673306455983	0.603872831653277	-0.746687754969477	0.6826016853299	0.206043985466704	1.3245092375522	7.34682305436648e-67	0	63	Calpain Inhibitor II (ALLM)	+ IR	C15	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51404.6417112299
1	1	m06	SAMPLE	PD-98059	0.193041622648841	0.793019534636034	-0.276419652979994	0.732373184952259	-0.782554699418639	-0.964287421536093	0.0602403904451921	1.198738521819	0.258241616603164	0.978445588107578	1.32430978125352	7.60317712616976e-67	0	159	PD-98059	+ IR	M06	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51253.6616541353
2	1	f06	SAMPLE	Butyrolactone 3	0.409989937771648	-0.0481531069801077	-0.676670488143696	-2.20657409160333	0.627414553834168	1.10561905698262	-0.232804280717083	-0.978794876167288	-0.227442738138008	0.496851065796348	1.32266209609623	1.17241581599612e-66	0	283	Butyrolactone 3	+ IR	F06	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	60090.21875
2	1	h05	SAMPLE	Phosphoramidon	1.03462347150412	1.29054709213171	0.12741713504436	-0.940972391772833	2.91339263863581	0.278228517827146	-0.606982401413486	0.859742366834845	-0.310130196670945	0.703058660154286	1.32077996679065	1.9274951187786e-66	0	376	Phosphoramidon	+ IR	H05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	60962.8606557377
2	1	j19	SAMPLE	Nicotinamide	-0.559147939629601	-0.462129163345007	-0.421201378223317	-1.57867508810562	1.01268504481063	0.262444370687839	-0.754751264753931	-0.0758906930474912	0.860623650313779	1.00384370078431	1.32045549494347	2.06645692858864e-66	0	366	Nicotinamide	+ IR	J19	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	52822.3963414634
2	1	b20	SAMPLE	CA-074	1.32248746875827	-0.797589066813073	-0.742526953720205	-2.43438490926834	-0.428018619210814	-0.181891122305902	0.238477956040901	0.496753442321931	-0.506946973201327	-0.842877616840435	1.31938316313438	2.72056463436965e-66	0	284	CA-074	+ IR	B20	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	59201.9352517986
1	1	e05	SAMPLE	Argatroban	0.184843749930731	1.42716374229632	-1.37027500560968	-1.27730821339985	-0.895388207321066	0.896542712140345	-0.282167903331936	1.62392289086399	-2.4575097275331	-0.765951451477423	1.31624130164284	6.30946895605993e-66	0	42	Argatroban	+ IR	E05	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	55220.7142857143
2	1	o06	SAMPLE	Enalapril	0.880376114387479	0.852951127849955	0.72556053590677	0.69476242827984	0.619407241337056	0.430280027136979	-0.176228996332067	1.37702697142848	-0.000375454269903371	0.0921868615315589	1.31586825144217	6.8595382696079e-66	0	323	Enalapril	+ IR	O06	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	57728.3008130081
1	1	f15	SAMPLE	N9-isopropyl-olomoucine	-0.439079415669879	0.821028963744247	-0.679593020584838	-0.0703607801422086	0.712238318864687	-0.859692410853213	0.571376014546329	1.35998325557021	1.38904759162436	-2.03644952287657	1.30523195222423	1.21444438393436e-64	0	147	N9-isopropyl-olomoucine	+ IR	F15	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	49449.4628571429
1	1	i05	SAMPLE	AG-126	-1.02792463522554	1.00466083064122	-1.20999825509726	0.537584249860398	-0.559516227950311	-0.276896077150189	-0.458629507534827	-0.0699492300377726	0.64241939704528	-0.483124257655703	1.30228698641472	2.64400181855884e-64	0	27	AG-126	+ IR	I05	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	48742.9037433155
1	1	j13	SAMPLE	AG-490	-0.199885371753858	0.302356705397879	-0.750956935852989	-0.331341076208512	-0.484261501836993	-0.125385218909797	0.768897604403239	-0.479036762537315	0.415430950435573	-0.405904303296411	1.30080606160538	3.873737336801e-64	0	30	AG-490	+ IR	J13	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	51517.875739645
2	1	c06	SAMPLE	AAF-CMK	0.0298772287154728	-0.976767823148611	-0.425285971702601	-2.70294945774733	-2.42086641713022	-0.815082829681826	-0.10597658811205	-0.640092329096183	-0.963267159037723	0.609826500370461	1.29723756925955	9.94522710778674e-64	0	249	AAF-CMK	+ IR	C06	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	48905.5384615385
1	1	i16	SAMPLE	CL-82198·HCl	-0.377768691893051	-0.562984287933473	1.42069801988434	-1.18467602289618	-0.879511991311479	-0.191392382864779	1.25252094972894	0.297977677793889	1.10158769541072	0.841591174737829	1.2958114665756	1.43397782071078e-63	0	68	CL-82198·HCl	+ IR	I16	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	48476.5773809524
2	1	d17	SAMPLE	Phenylbutyrate·Na	-1.09390342224396	1.80621452644276	-0.995212125135177	-0.659212772442801	0.0463319017129799	0.376226656309691	0.293945750725334	-1.00207451239077	1.03229369413286	0.422926800646625	1.2937297926192	2.46382281674018e-63	0	375	Phenylbutyrate·Na	+ IR	D17	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	50335.1646341463
1	1	m17	SAMPLE	H-8	0.430700903620967	0.0674441819503385	-0.940357793400477	0.0682266814894228	-0.932060076653561	0.982116332585953	-0.606822726864861	-0.578772273199283	0.571175749844296	0.931091244826537	1.28731441060547	1.34326335152619e-62	0	118	H-8	+ IR	M17	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	59134.0362318841
1	1	b15	SAMPLE	H-89Â·2HCl	0.50232290265279	-0.311146679760786	-0.367406520554544	-0.940291851685113	0.61068707214949	-0.0359660994062701	-1.02024601965237	-0.313186685374183	0.547532070409858	0.214988661188847	1.28506852076671	2.40150600849854e-62	0	119	H-89Â·2HCl	+ IR	B15	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	56314.0102564103
2	1	j14	SAMPLE	Kenpaullone	0.916720062736522	-0.313342891173373	-0.961258355103942	-0.490933776366456	-0.0602015380135968	1.1547523551474	0.80648604304983	0.807185835908375	1.03196043334193	0.557679194862203	1.28301062656487	4.08069307593389e-62	0	350	Kenpaullone	+ IR	J14	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	58953.3308270677
1	1	g12	SAMPLE	LFM-A13	-0.745681600722176	-0.502289315498687	-0.00677478606260013	-0.272715650409799	-0.705169899764222	1.14492492650824	1.68762535563566	1.49359773864229	1.06770039209534	0.838948031055149	1.27939172979002	1.04669963881623e-61	0	138	LFM-A13	+ IR	G12	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	50675.9073170732
2	1	b18	SAMPLE	TYRPHOSTIN 47	1.36259806171849	1.45935640683824	-0.169834689670696	-1.82382314087058	-1.06028316970565	1.31756816155908	-0.242146415684353	-0.697738957016371	-2.59748016628144	-1.4662373673802	1.27885067027485	1.18915659566582e-61	0	418	TYRPHOSTIN 47	+ IR	B18	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	62292.3826086957
2	1	c13	SAMPLE	Calpeptin	0.464315556209702	0.470417028822566	-1.03082125755205	-1.36144697430636	-0.545119854389805	0.349111949427672	0.657248539614094	-0.189659434682528	-0.718040467845454	2.55622505059967	1.27720570211044	1.80781990246917e-61	0	287	Calpeptin	+ IR	C13	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	57168.509202454
2	1	g19	SAMPLE	Hydroxy-2-naphthalenylmethylphosphonic acid	-0.221914298018819	0.450652634529582	-1.00482530362096	-0.564089326504791	-0.501593036417211	1.35544611165374	0.137385646421247	-0.833829650097424	0.957960149184419	-0.428365621863898	1.27539008691168	2.87327713638178e-61	0	339	Hydroxy-2-naphthalenylmethylphosphonic acid	+ IR	G19	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	55370.3579545455
1	1	g05	SAMPLE	B2	1.12688272724028	-0.568789251476139	-0.865079138157167	-1.42418777492582	-0.122934092173954	0.00223653269353856	0.466091237693747	0.369002862525861	-0.352814509669357	-1.47580180618257	1.27389631047015	4.19388928453851e-61	0	43	B2	+ IR	G05	AstroD_IR_1uM	1uM	SAMPLE	AstroD_IR_1uM	59204.8588235294
2	1	c05	SAMPLE	TYRPHOSTIN 23	0.996396510766508	-0.608334915631759	-1.23236003854317	-1.05373358409108	0.788379015774551	1.27561698287473	0.33536121719827	0.263652578309925	0.877228692648348	2.67590554435014	1.27254205806637	5.89937923160865e-61	0	415	TYRPHOSTIN 23	+ IR	C05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	65405.5328467153
2	1	b05	SAMPLE	BAY 11-7082	1.12886459661253	-0.614096549824511	-1.33890640084805	0.274427594014555	0.521049396368256	-0.539721627379113	-1.8005858494635	-0.547456864603872	-0.801054626745034	0.303079337236901	1.26888257306917	1.51697965012331e-60	0	269	BAY 11-7082	+ IR	B05	AstroD_IR_3uM	3uM	SAMPLE	AstroD_IR_3uM	57745.568627451
