PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	PCA10	DistanceScore	pvalue	PercentageMissingPerRecord	V1	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
1	1	o05	SAMPLE	5-Aza-2'-deoxycytidine	-0.0224193453127212	0.204070270337319	0.582368419680584	0.280590052469335	-0.828873072791905	-0.617961256414009	-0.157061008766507	-1.6012504720323	-0.372445468833454	-0.153716419957262	1.49678319850364	4.23389243922669e-63	0	20	5-Aza-2'-deoxycytidine	+ IR	O05	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	66366.2584269663
2	1	i05	SAMPLE	AG-126	1.05300383242779	2.90401015361574	1.47649911135445	2.1899987205095	-0.909864134006234	-0.737367536908947	1.27216787080825	-0.15946641083866	1.23660880534292	-1.34672459987817	1.4909648029849	1.43389634492255e-62	0	251	AG-126	+ IR	I05	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	81289.4390243902
2	1	g20	SAMPLE	SP600125	-1.11205117098788	-1.04191787030205	0.355302220772209	-0.232333862726317	0.160114135773788	-0.837604638153089	-0.191373376667979	-0.593439398511855	0.352816132913288	-0.32958026360302	1.48679439920574	3.36500041216552e-62	0	410	SP600125	+ IR	G20	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	54241.2235294118
1	1	o07	NEGATIVE	DMSO	0.469638737194271	-0.0401665886868101	0.49523873381192	0.572270980366592	-0.774912319488794	-0.528836275978824	-0.652854621709574	-0.821749028378661	-0.822077061443382	0.189134676254771	1.48582086148396	3.88335485224647e-62	0	99	DMSO	+ IR	O07	AstroF_IR_1uM	1uM	NEG	AstroF_IR_1uM	64713.6875
1	1	l12	SAMPLE	Apstatin	0.53775865997838	-0.323318962305127	1.07937446409048	0.690567059711463	-1.26565234615918	0.335410711206982	-0.529416277280081	0.776722107218285	1.61236594051744	-0.293532716674814	1.48322337120921	6.4681149965886e-62	0	42	Apstatin	+ IR	L12	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	64302.6935483871
1	1	b14	NEGATIVE	DMSO	1.09438488570433	1.8391625978065	0.655962408669961	1.36560667092552	-0.137630651039289	0.378503516118034	-0.277979871999155	0.804230305387804	0.885535445906608	-0.636693151753144	1.48049598429562	1.11252743459091e-61	0	76	DMSO	+ IR	B14	AstroF_IR_1uM	1uM	NEG	AstroF_IR_1uM	69413.8648648649
2	1	b10	SAMPLE	N-Ethylmaleimide	1.30614425955598	0.806492040490555	2.60011660011374	1.1132999464336	-0.803641920781641	0.28114301206405	-0.407054532245207	-0.764696506109908	-0.175228542804974	-0.588248579471815	1.48006851368129	1.15143481303354e-61	0	370	N-Ethylmaleimide	+ IR	B10	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	72707.119266055
1	1	b10	SAMPLE	N-Ethylmaleimide	1.84657141720814	0.413736338141899	0.817153879011988	1.18061142478121	0.0669506562822672	0.694821830869889	0.646106543876369	1.0795354758972	0.238947236679037	-1.2338096980053	1.4735519619463	4.60943454841891e-61	0	145	N-Ethylmaleimide	+ IR	B10	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	66320.1489361702
1	1	h19	SAMPLE	Terreic acid	1.70287382436728	-0.819639537531951	-0.403144444799096	-0.419267222302226	-0.744423207675147	-0.517313385652577	-0.113879230884102	-1.92075285445988	0.601079157776384	-1.56519386802171	1.46728939790011	1.73746252790973e-60	0	188	Terreic acid	+ IR	H19	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	58733.4915254237
2	1	c05	SAMPLE	TYRPHOSTIN 23	1.01611841023827	0.337626759538004	1.42086422800941	1.17982391468883	-0.743579232307516	-0.481039372592172	0.935028779502373	-0.0465744892849557	0.0849310456177415	-1.16014238042925	1.45568288778063	2.09553769652707e-59	0	424	TYRPHOSTIN 23	+ IR	C05	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	69689.6022727273
2	1	e13	SAMPLE	Genistein	0.765328302069852	0.473913063892238	-0.495213505028157	0.0825409355539157	-0.163820187074596	-0.981917425460499	-0.128993716410009	-0.479422291415667	0.440922217084839	-0.37261008820651	1.4536237124131	3.12496038266521e-59	0	337	Genistein	+ IR	E13	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	54477
1	1	h08	SAMPLE	Acivicin	1.20329594024674	1.16237191203928	0.608166301933272	0.0608047133471003	0.151611219866993	-0.834512492210521	0.401579255319449	0.25214976924916	0.513123955703269	-0.302240453123458	1.44580737447321	1.62522024206746e-58	0	25	Acivicin	+ IR	H08	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	61642.0283018868
1	1	k05	SAMPLE	MC-1293	-0.299559321920626	0.525823766110433	1.03135033377263	1.6067695179782	-1.13737562741336	-1.39523375570864	0.0827220599997359	-0.853933114886459	1.21924360887729	1.21152922992126	1.43840547292	7.6659676832243e-58	0	140	MC-1293	+ IR	K05	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	75560.5833333333
1	1	m17	SAMPLE	H-8	0.450254677674163	-1.29030528999466	-0.016497852280887	0.215727424222517	-1.349322398194	0.140915767674968	-0.764823667707518	-0.802301791385636	1.64234501334294	-0.651059886122875	1.43477332430508	1.60177754129511e-57	0	116	H-8	+ IR	M17	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	62448.2063492063
1	1	k08	SAMPLE	2-Aminopurine	1.37161672927777	0.12136133238092	0.946900834836732	0.00954345207914018	-0.138324578941059	-0.113953567068234	0.731256948099044	-0.763320036344354	-0.164452902532852	-0.207211576693359	1.43212817696342	2.70877607081105e-57	0	14	2-Aminopurine	+ IR	K08	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	63752.3888888889
2	1	m08	SAMPLE	2.4-Pyridinedicarboxylic Acid	-0.678339195643594	-0.205379267969073	-0.23025708808086	-0.656520197532858	1.37954905695392	-1.02343811532204	-0.500652462361029	0.424933846819476	1.64505707825973	-1.33446901725865	1.4287619818695	5.34444226249127e-57	0	240	2.4-Pyridinedicarboxylic Acid	+ IR	M08	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	46078.5855855856
2	1	g16	SAMPLE	JSH 23	-0.497768944307362	-0.636066567268297	-0.833702632993695	0.452921490145568	1.68200770614303	-0.332083573491823	-0.999441933906408	-0.745493025133969	0.782983166327835	-0.970914457076357	1.42062211382613	2.90273163642289e-56	0	356	JSH 23	+ IR	G16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	46348.7368421053
2	1	l06	SAMPLE	SC-514	0.16101944973916	0.868394220161173	0.765863976933298	0.2349832803083	-0.746710496731837	-0.640034870011326	0.273719591571479	0.721859787311394	0.684114881568862	-1.41586066261044	1.41943473542568	3.59902977349205e-56	0	406	SC-514	+ IR	L06	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	61588.3456790123
2	1	b11	SAMPLE	Nullscript	0.0796348813133701	0.668852738739891	-0.451432305371118	-0.299940024791939	0.362296080236782	-0.811096481214524	-0.75634960680067	-0.328357081104311	0.195752260848342	-0.309134704516703	1.4189165028964	3.87757798220219e-56	0	378	Nullscript	+ IR	B11	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	53923.2521008403
2	1	f13	SAMPLE	AG-1296	-0.261168439428546	-0.319962856503506	-0.121748837565378	0.559221510650158	0.720755341504972	-0.962960439024626	-0.889177196487218	0.287661022213615	-0.791141511439736	-0.91097818434879	1.41581268201234	7.220864000484e-56	0	252	AG-1296	+ IR	F13	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	50389.1555555556
2	1	j19	SAMPLE	Nicotinamide	-1.79843355865209	0.399420185069357	0.177387947166342	0.992953176567053	0.618735095853855	-0.112889696649077	-0.422041868838202	0.427103133234796	2.16028520547551	-0.0909955883473348	1.40717146185882	4.29799364788772e-55	0	375	Nicotinamide	+ IR	J19	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	54625.1739130435
1	1	c18	SAMPLE	Sirtinol	2.74676624389378	-0.345631066217994	0.473606595221493	-0.78697938353983	0.384440664972531	-1.09162985814536	-0.107634135117577	0.343964298574721	0.319166530845397	-1.00711843488116	1.40135897594464	1.40266437439608e-54	0	178	Sirtinol	+ IR	C18	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	57747.4262295082
2	1	d12	SAMPLE	BIX-01294	0.301322954662522	0.359021930921011	0.550624144033087	1.74978615071703	-1.21501600872958	1.04697361853202	0.114289846430842	-0.324549120174026	2.19548745198832	-1.21497287976183	1.3957671049834	4.3513824405332e-54	0	270	BIX-01294	+ IR	D12	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	64308.5319148936
1	1	b06	SAMPLE	BML-244	1.95256622620499	2.09569625584044	0.770186804871555	1.44597980045045	0.101651728410057	0.164909330257982	1.02704391652348	0.968271660014071	-0.660408186491574	-2.81152264557755	1.38467532552885	4.17267428469348e-53	0	49	BML-244	+ IR	B06	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	72414.9113924051
1	1	m16	SAMPLE	NNGH	0.334796915306368	-1.4020127309714	0.952595648179924	0.820873145827751	-1.15260306662193	-1.03407957798946	0.0669108109529948	0.919200462745992	0.2571117729508	0.505777871964753	1.38393284833986	4.72150350348546e-53	0	151	NNGH	+ IR	M16	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	67865.5119047619
1	1	m14	SAMPLE	Captopril	0.378939256717514	-1.82482084535902	-0.00958525396581735	-0.156201277448308	-0.72896412549239	-0.427904617392039	0.136518372093786	-2.25334333581362	0.301872186765594	-0.463256192896965	1.37959326615268	1.1175122914977e-52	0	66	Captopril	+ IR	M14	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	57162.6224489796
1	1	j14	SAMPLE	Kenpaullone	0.171176538339668	-1.02907853203909	2.62597823958551	-0.200655073650614	1.07913992208109	-0.607096089566905	0.833476025950442	-2.56943319434167	-0.3963098884938	0.251715220404804	1.37855771048239	1.34384850483576e-52	0	132	Kenpaullone	+ IR	J14	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	64102.5431034483
1	1	d06	SAMPLE	TYRPHOSTIN 25	1.25558336457428	1.81723926920087	0.931461729562212	1.39978795575069	-0.158658063758736	0.847911568031523	-0.821892070649603	1.27294024938173	0.777215380854884	0.0931239203450633	1.35776128210359	8.85275713774605e-51	0	199	TYRPHOSTIN 25	+ IR	D06	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	63270.7466666667
2	1	f16	SAMPLE	SU 4312	0.630797280556432	-0.0877667197958799	-0.658337383773993	-0.557286962660147	-0.184663223220392	-0.878691532759823	-0.329701007738072	-0.71089328807682	0.965597449258945	-0.152110132706376	1.35588946780437	1.25582405269214e-50	0	412	SU 4312	+ IR	F16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	49747.4965034965
2	1	n16	SAMPLE	4-Amino-D. L-benzylsuccinic acid	-1.38799918094597	-2.01186828345165	1.5158775473869	-0.13239452781858	0.9285053475656	-1.28535518005243	0.189229560427381	-1.42261377238835	-0.914703591825254	-0.451560482819814	1.35077882484517	3.40392821754479e-50	0	242	4-Amino-D. L-benzylsuccinic acid	+ IR	N16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	49657.9603960396
1	1	k07	NEGATIVE	DMSO	0.450086039926038	0.408108509898332	0.608763130919442	0.754667573192577	-0.379359132614272	-1.1767683485936	-0.75360119528374	1.7740307301752	-0.276991259600175	-0.155769063022779	1.34809222632471	5.6740368968512e-50	0	93	DMSO	+ IR	K07	AstroF_IR_1uM	1uM	NEG	AstroF_IR_1uM	63186.9615384615
1	1	f14	NEGATIVE	DMSO	-0.839800753826831	1.4795778642322	0.13915238374754	0.364157935834689	-1.06295393039351	-0.010078169077681	-0.482066521590162	0.372187109511866	0.665428591631227	-3.35013278377988	1.34704824497599	6.81833950872726e-50	0	84	DMSO	+ IR	F14	AstroF_IR_1uM	1uM	NEG	AstroF_IR_1uM	66488.0909090909
2	1	k05	SAMPLE	MC-1293	0.924741843113588	2.69291809508653	0.78209977666232	0.297521157606788	-0.970493365785978	-0.344175896066568	-0.613581377459049	0.568827066113925	0.652794342814852	-1.60877205172821	1.34289779112248	1.51861548248076e-49	0	365	MC-1293	+ IR	K05	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	62580.6571428571
1	1	b20	SAMPLE	CA-074	3.14350351539802	-0.462337177713417	1.85823820871945	-1.60268875437333	-0.080540269961229	-0.0681096976868545	-0.540494946793025	-1.76641479688093	0.0190977821036913	-0.0430909630940465	1.34134172601388	2.01995652520221e-49	0	62	CA-074	+ IR	B20	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	58861.8670520231
1	1	l05	SAMPLE	Cilastatin	-0.079801275340075	0.320965051977424	1.20987911748691	0.52669790916647	-0.595153537111969	-1.11827437623498	0.470968741260392	0.985904473434208	-0.760097410352353	-0.243141234379453	1.34038310060612	2.3876331486614e-49	0	68	Cilastatin	+ IR	L05	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	67855.1348314607
1	1	i11	SAMPLE	SB-203580	0.985475701257823	0.362821117086738	-0.0103735953497329	-0.496894651194533	-0.599562043798543	1.04618324156807	-1.33940195211799	-0.0251894518925878	1.38503702778932	-2.47612118641313	1.33104533805182	1.46986182316571e-48	0	175	SB-203580	+ IR	I11	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	54683.0192307692
2	1	l19	SAMPLE	GM 6001	1.43219927474412	0.851792366171283	0.0506712847772126	0.0323330573203351	-0.805695548470051	-1.18151107968306	-0.927962934927819	-0.335461614055627	-0.966702977177769	-1.20111203371397	1.3299069966509	1.79833518473387e-48	0	339	GM 6001	+ IR	L19	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	58685.2926829268
1	1	l17	SAMPLE	Aminoresveratrol sulfate	0.090511723257441	-0.831592148564583	-0.618394535336482	1.22994126353189	-0.594776953895619	-1.03078563169868	-1.25607667052473	0.364744680752193	-0.843543319529523	-0.0795104155614271	1.32960823656556	1.86703114074042e-48	0	38	Aminoresveratrol sulfate	+ IR	L17	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	63742.1038961039
2	1	l12	SAMPLE	Apstatin	0.359738051231818	-1.0197994777674	0.97065339788488	-0.55748664253434	-0.501078931269891	0.00315557845486243	-0.26029162543104	-0.253288290205827	0.720581128512316	-0.288943595394756	1.32794006105903	2.53532167244844e-48	0	265	Apstatin	+ IR	L12	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	54366.9363636364
2	1	j16	SAMPLE	Gabexate mesylate	-0.0779597390906624	-0.667118703714793	-0.445830348724944	-0.151755364445532	0.116803009451972	-0.356580118426313	0.805326835208032	-0.980272162121316	1.43979820869517	-1.2989114644361	1.32678821634376	3.11222826481184e-48	0	335	Gabexate mesylate	+ IR	J16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	54372.2592592593
2	1	b21	SAMPLE	SP600125	0.282741503075621	0.310009103023035	0.642547738019701	1.48675388515393	-0.558305619415756	-0.103724205246293	0.732425377378664	-0.381752788283182	-0.117416916892652	-0.101454033470406	1.32654450432712	3.20002894364512e-48	0	409	SP600125	+ IR	B21	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	65597.0519480519
1	1	c12	SAMPLE	Valproic acid hydroxamate	0.124898047884745	1.55998345614428	1.83881363467877	0.606817773444675	0.307079290274739	1.46423248866202	-0.257172288534455	0.233004072820031	0.522796882780826	-0.482604248287112	1.31933350713809	1.2783363422426e-47	0	210	Valproic acid hydroxamate	+ IR	C12	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	61744.3235294118
2	1	o05	SAMPLE	5-Aza-2'-deoxycytidine	-0.0229244379430059	1.17175967178943	1.00536508496421	1.42006244993711	-1.35424553709389	0.396864955377244	0.4943052833293	-0.656348392272102	1.18655458807548	0.460710455763685	1.31911440735021	1.30870851348643e-47	0	243	5-Aza-2'-deoxycytidine	+ IR	O05	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	71554.6666666667
2	1	k13	SAMPLE	3.4-Dichloroisocoumarin	1.46193149118581	1.15855784435952	1.16268403561762	0.878237335426828	-1.25457172466521	-0.0608928836564773	1.61578957242804	-0.689055600420454	0.94812564799347	-1.09379234372771	1.31715436005878	1.87843855231707e-47	0	241	3.4-Dichloroisocoumarin	+ IR	K13	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	72027
2	1	l15	SAMPLE	GW 5074	-0.334908221188169	-0.659312368633156	1.96508632198418	-0.0973723404479611	1.07920806378631	0.520701570254745	0.895039398405232	-0.331284176248821	1.54928086134879	0.437203596860835	1.31483633354995	2.88850165824334e-47	0	340	GW 5074	+ IR	L15	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	50931.0408163265
1	1	b08	SAMPLE	Pepstatin A	0.915187107845249	1.43467546065626	0.637386005172818	-0.107649429873771	1.3722175648619	-0.615656973185356	1.45037687897678	-1.25648581692819	-0.449836596111013	-2.2422104149222	1.31042496531991	6.64546311104439e-47	0	159	Pepstatin A	+ IR	B08	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	65743.9
2	1	e08	SAMPLE	PKSI-527	0.525912326429384	0.563329211824982	-0.0922826929679686	0.0905721460476817	-0.919810329062999	-1.6463166493895	0.0542128265707655	0.934572285538365	0.424406785792176	-0.417035764328988	1.31024225994514	6.76265986799606e-47	0	391	PKSI-527	+ IR	E08	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	55349.6826923077
2	1	i16	SAMPLE	CL-82198·HCl	1.48693910229755	-1.01569443634442	1.82347745096933	-0.0202049663156	-1.08441627934469	-0.508254825620652	0.657765511762387	-1.86323680884549	0.25765584575105	0.47486009237362	1.30741069490028	1.14560938239932e-46	0	292	CL-82198·HCl	+ IR	I16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	63465.6293103448
1	1	j11	SAMPLE	BML-210	0.0611582442349058	-1.14386017480199	1.34183418834452	0.939591504124485	-0.984642329136449	-0.373134737462785	-0.315034621906977	-0.832262795595224	0.173303604091066	1.68866465862341	1.30265090583491	2.80379978295406e-46	0	48	BML-210	+ IR	J11	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	67008.9857142857
1	1	h15	SAMPLE	E-64-C	-0.464062443624704	-0.744041679834659	-0.219695183944383	-0.0129948978424809	0.450158186892974	0.282282137260664	-0.840416582025096	0.580036744278576	0.483768729580356	-2.37678958509937	1.29975710907318	4.79121161299734e-46	0	101	E-64-C	+ IR	H15	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	51941.4536082474
2	1	d06	SAMPLE	TYRPHOSTIN 25	0.863533322064462	-0.074865049687611	0.648367590184279	0.278499011295007	-1.27017168939129	-0.382573536751679	0.305397923679412	1.37394674576254	2.22687985023314	-0.26744544619322	1.29907237274874	5.36985622749117e-46	0	425	TYRPHOSTIN 25	+ IR	D06	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	61941.1559633028
2	1	h16	SAMPLE	Tranylcypromine hemisulfate	0.943121013245086	-0.946150989718434	-0.760683812796355	-1.0353755624867	0.385487029719251	-0.866338089191541	-0.285103115153331	-0.84594330324654	0.386633338422117	-1.83349476125941	1.29781944803698	6.70734229277056e-46	0	420	Tranylcypromine hemisulfate	+ IR	H16	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	47960.795620438
1	1	n15	SAMPLE	SB-202190	-1.42823197106151	-0.856190233949752	0.696196122649477	0.906781781445005	-1.48591473199967	-0.792405976956941	-0.248042604350208	1.06029131841062	0.595045466611196	-0.346086021626327	1.29657929932666	8.35751596472084e-46	0	174	SB-202190	+ IR	N15	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	64680.8524590164
1	1	e15	SAMPLE	URB-597	0.388552013255475	0.933382445239315	-0.567764602947152	1.50305818912313	1.10944070145698	0.312607203016647	-0.473591325642679	0.995065484966743	0.924769080576975	-1.52321026982221	1.29619655790914	8.84791274265579e-46	0	208	URB-597	+ IR	E15	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	59829.6486486486
1	1	l10	SAMPLE	E-64-d	0.813594949630794	0.55978479127189	-0.996514769446788	1.03256835116353	-0.0556197471513324	-0.683625324875612	-0.657985775536326	0.499785088722069	-0.771419238060669	-1.37105216871371	1.29502129283893	1.08913058907745e-45	0	102	E-64-d	+ IR	L10	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	60026.3023255814
1	1	o13	SAMPLE	2-Hydroxy-5-(2.5-dihydroxybenzylamino)benzoic acid	0.00725114065851443	0.429379629521548	0.50539405049497	0.0940227855214137	-0.9571624821329	-0.77730536012169	0.853552620546274	-1.01939746615377	-1.87315150235	-1.60263181842833	1.28980485037763	2.88138219500001e-45	0	15	2-Hydroxy-5-(2.5-dihydroxybenzylamino)benzoic acid	+ IR	O13	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	68045.2441860465
1	1	m11	SAMPLE	RG-1462	-0.232542291502701	-0.621237911455885	0.299467193146179	1.3941931473878	-1.1358518449384	-0.512235503497532	1.07888540437147	0.452008208985414	-0.881786139672795	-0.851414117014265	1.28877701081919	3.44656245899878e-45	0	169	RG-1462	+ IR	M11	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	73013.3492063492
2	1	i11	SAMPLE	SB-203580	-0.56154812606355	-0.903600121368926	0.412568504341246	-0.33408552518	1.00725245177653	0.0256700272181387	-1.2722924647442	-0.960831866410201	0.445016667907483	0.714221222959726	1.28268110969102	1.06593875121057e-44	0	405	SB-203580	+ IR	I11	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	43186.3583333333
2	1	k06	SAMPLE	ML-9Â·HCl	0.594140292674991	2.61930927954959	0.301916207546057	0.119435805479805	-1.25011424098855	-0.621967201485614	0.238012398073919	-0.159865082326742	1.05335495555236	-0.746020889219032	1.2826234095841	1.06593875121057e-44	0	369	ML-9Â·HCl	+ IR	K06	AstroF_IR_3uM	3uM	SAMPLE	AstroF_IR_3uM	63584.7878787879
1	1	e05	SAMPLE	Argatroban	1.0472056653749	1.29967547592196	1.47405762243118	-0.217223448544218	-0.741901289187704	0.0309240070469615	1.45860553805799	-1.02273307211639	0.923887406399399	0.0403642946178644	1.27991593974236	1.74557273010284e-44	0	43	Argatroban	+ IR	E05	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	69053.8058252427
1	1	i09	SAMPLE	TYRPHOSTIN 51	0.567799723380959	1.03267320339206	0.427767969609956	1.69444572408463	-0.615625189833625	-0.908682116851619	0.0761013897824858	-0.695980275253965	-1.00656757663929	1.0255143756247	1.2754485010113	3.96572590917781e-44	0	202	TYRPHOSTIN 51	+ IR	I09	AstroF_IR_1uM	1uM	SAMPLE	AstroF_IR_1uM	72488.5441176471
