PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	DistanceScore	pvalue	PercentageMissingPerRecord	V1	Well	Compound	IRstatut	XPlate	TherapeuticClass	Targettype	Category	XsplitColumn	Raw_AreaShapeAreaC
8	1	f22	SAMPLE	o-Sulfanilamide	-1.18700202922888	-0.551538007269535	-0.984787433618394	-0.916865771252462	0.819661480118129	1.35533616674494	-1.10501944503237	-0.385121571848145	-1.19875145156517	1.84698398118335	0	0	2269	F22	o-Sulfanilamide	+ IR	AstroF_IR_1uM_plate3	Metabolism	Enzyme	SAMPLE	AstroF_IR_1uM_plate3	39026.654028436
8	1	m11	SAMPLE	Isopropamide iodide	-0.387433345647374	0.507652545627956	-0.140197030126679	0.00137885585619247	0.739774315169511	0.872021423683906	-0.413991364137277	-0.410671218675418	-1.55045293559786	1.697017073186	0	0	2215	M11	Isopropamide iodide	+ IR	AstroF_IR_1uM_plate3	Metabolism	GPCR	SAMPLE	AstroF_IR_1uM_plate3	43376.3701657459
9	1	e20	SAMPLE	Nevirapine	0.466718839434109	1.33823183108522	0.0442348500238108	-0.12625035640109	0.511671232918131	2.51156160893383	0.686220010630928	0.466285167396351	-0.0434689974312797	1.74690277125715	0	0	2565	E20	Nevirapine	+ IR	AstroF_IR_1uM_plate4	Infectiology	Enzyme	SAMPLE	AstroF_IR_1uM_plate4	51334.0373134328
9	1	j22	SAMPLE	Adapalene	-0.162898258327982	-0.128675006982991	-0.477026756742257	-0.469883577378769	0.788506415474595	0.708986877142754	-0.312696990919806	-0.400081144706106	-0.717341652173278	1.77341447055652	0	0	2388	J22	Adapalene	+ IR	AstroF_IR_1uM_plate4	Dermatology	Nuclear receptors	SAMPLE	AstroF_IR_1uM_plate4	44937.9102564103
9	1	m21	SAMPLE	Avobenzone	-0.268381539847037	-0.330797715847323	-1.25591040160515	-0.732320194474212	-0.222562903851613	0.55124204952407	-1.26926487585633	-0.422546743640577	-1.07544901898017	1.71856033232269	0	0	2410	M21	Avobenzone	+ IR	AstroF_IR_1uM_plate4	Dermatology	Not identified	SAMPLE	AstroF_IR_1uM_plate4	42810.7948717949
8	1	i22	SAMPLE	Nitrendipine	-0.0954493917364348	-0.424534229091115	-1.09992115866106	-1.04947014662239	0.576997279051595	0.702497008230889	-0.0447317367342279	-0.633675166367222	-0.403285248259827	1.67717441313339	1.14666274789656e-305	0	2265	I22	Nitrendipine	+ IR	AstroF_IR_1uM_plate3	Cardiovascular	Ion channel	SAMPLE	AstroF_IR_1uM_plate3	38069.8597560976
9	1	i22	SAMPLE	Fenoldopam	0.0948853394523531	0.397122168979085	-0.300857846645382	0.11982890108415	0.0250428910598596	1.17809474103447	-0.227264421060024	-0.0765742932364984	-0.212469298870739	1.67344276800547	3.2912228356112e-304	0	2487	I22	Fenoldopam	+ IR	AstroF_IR_1uM_plate4	Cardiovascular	GPCR	SAMPLE	AstroF_IR_1uM_plate4	46801.9285714286
6	1	l14	SAMPLE	Tranexamic acid	-0.658992948265494	-0.771283831321009	-0.505069682817942	-0.585271960664665	0.540818135791164	0.862134362169725	-1.19070662302998	0.422610401664237	-1.30416640443349	1.67193170854285	1.24615523576744e-303	0	1732	L14	Tranexamic acid	+ IR	AstroF_IR_1uM_plate1	Hematology	Enzyme	SAMPLE	AstroF_IR_1uM_plate1	44821.6378378378
7	1	l22	SAMPLE	Celiprolol hydrochloride	-0.677448417969618	0.178762813877263	0.43285852977191	0.186550953034686	1.01358344079674	1.72825680659685	-0.858651827714027	-0.287141335201156	-0.145464016779447	1.66945942704173	1.13093943188938e-302	0	1822	L22	Celiprolol hydrochloride	+ IR	AstroF_IR_1uM_plate2	Cardiovascular	GPCR	SAMPLE	AstroF_IR_1uM_plate2	49186.3676470588
1	1	l22	SAMPLE	Methylprednisolone, 6-alpha	0.344379222642839	-0.264334880806728	-0.987819997608039	-0.573007166152094	0.526346633517119	0.954408565986973	-0.790464505787308	0.00245856214734676	-1.07434507854916	1.66622517423447	2.04458099454331e-301	0	182	L22	Methylprednisolone, 6-alpha	+ IR	AstroF_IR_10uM_plate1	Endocrinology	Nuclear receptor	SAMPLE	AstroF_IR_10uM_plate1	39294.5736434109
9	1	j14	SAMPLE	Rifaximin	-0.173751017727745	0.961988612003559	-0.733246687212665	-0.835605814637965	0.615407317892743	1.54188000551317	0.286739072369362	0.282543045890631	0.860314791381135	1.66612315212617	2.15646683057435e-301	0	2621	J14	Rifaximin	+ IR	AstroF_IR_1uM_plate4	Infectiology	Coenzyme	SAMPLE	AstroF_IR_1uM_plate4	50441.1583333333
7	1	c16	SAMPLE	Cyclizine hydrochloride	-1.43827829295268	-0.343149564403131	-0.358898301582961	0.0797176586628453	0.581786892211461	2.34657800154404	-0.0595326531170426	-0.123024751921759	-0.802574319375837	1.66438924834761	9.99258190595881e-301	0	1847	C16	Cyclizine hydrochloride	+ IR	AstroF_IR_1uM_plate2	Allergology	GPCR	SAMPLE	AstroF_IR_1uM_plate2	47540.595505618
5	1	c05	SAMPLE	Dipivefrin hydrochloride	-0.561004147071967	0.759744799003081	-0.19947183042183	-0.667823534137543	-0.157493344642094	1.57004914574354	1.71069081847483	1.54377160900563	-0.386172673334717	1.66358220357296	2.00081877918397e-300	0	1294	C05	Dipivefrin hydrochloride	+ IR	AstroF_IR_1and10uM_plate5	Ophthalmology	GPCR	SAMPLE	AstroF_IR_1and10uM_plate5	62429.74
5	1	k14	SAMPLE	Dimethisoquin hydrochloride	-0.271691002812612	-0.436873699550766	0.481072273357817	-0.970053980788654	-0.770818419279894	1.3206469997743	1.21870725316419	-1.089193977247	-1.05928955588451	1.66069886518959	2.62003789786248e-299	0	1290	K14	Dimethisoquin hydrochloride	+ IR	AstroF_IR_1and10uM_plate5	Neuromuscular	Receptor	SAMPLE	AstroF_IR_1and10uM_plate5	52192.6549295775
2	1	g15	SAMPLE	Ethamivan	-2.21307738566479	0.510824422986897	-0.0983512090537766	-0.18959909710372	-1.14360741578494	1.70299213121947	0.101235483941954	0.347309206139297	-2.88147846934346	1.66025589029867	3.77884573836239e-299	0	440	G15	Ethamivan	+ IR	AstroF_IR_10uM_plate2	Central Nervous System	Coenzyme	SAMPLE	AstroF_IR_10uM_plate2	57040.3850931677
4	1	e21	SAMPLE	Altrenogest	0.284053757017754	-0.00114232575032319	-0.253054627723772	-0.207801799753554	0.448375824641339	0.927093475368004	0.196204807840412	-0.0785418329562379	-0.919214635607621	1.65595260607961	1.77267649301704e-297	0	938	E21	Altrenogest	+ IR	AstroF_IR_10uM_plate4	Endocrinology	Nuclear receptors	SAMPLE	AstroF_IR_10uM_plate4	42856.828358209
7	1	h22	SAMPLE	Exemestane	-0.317359833363938	0.273144337834185	-0.0498144496903036	-0.671264510964281	0.314939516158982	0.947951909420058	0.420922852627845	0.835380743891484	0.252076251839441	1.65387393446084	1.11508853077256e-296	0	1891	H22	Exemestane	+ IR	AstroF_IR_1uM_plate2	Endocrinology	Coenzyme	SAMPLE	AstroF_IR_1uM_plate2	51006.8027210884
7	1	o21	SAMPLE	Galanthamine hydrobromide	-0.163459299453413	-0.716659723955164	-1.91322264771173	0.908928565445339	2.1195186826353	4.12741310026875	-2.30364352265588	1.02311021085978	-1.29684207595581	1.64902466247844	8.41410174054589e-295	0	1900	O21	Galanthamine hydrobromide	+ IR	AstroF_IR_1uM_plate2	Central Nervous System	Enzyme	SAMPLE	AstroF_IR_1uM_plate2	42666.4591194969
6	1	m02	SAMPLE	Sulfaguanidine	-0.194747678565906	0.0631994332517058	-0.543462756189404	-0.201590745896642	1.16211829079921	0.584624200797456	0.314109788835013	-0.0329207118104325	-0.353237455141177	1.64735483740522	3.64604162096305e-294	0	1708	M02	Sulfaguanidine	+ IR	AstroF_IR_1uM_plate1	Infectiology	Enzyme	SAMPLE	AstroF_IR_1uM_plate1	47516.8165680473
8	1	c23	SAMPLE	Rolipram	0.768625609725505	0.329352410728797	-1.40746832179677	-0.761319737569511	0.904890651025582	0.960972354503609	-2.00626134981802	-0.907493555876836	-0.668853434602752	1.64599247628087	1.19904821599668e-293	0	2312	C23	Rolipram	+ IR	AstroF_IR_1uM_plate3	Central Nervous System		SAMPLE	AstroF_IR_1uM_plate3	38854.5367647059
9	1	d23	SAMPLE	Phenothiazine	0.0769513096980849	1.1363547922934	0.0388291624049579	-0.251345815910068	-0.137318666815654	1.33017926858323	-1.08573810775683	0.138798750383368	-0.599377102527596	1.64539006087968	1.9981720580728e-293	0	2587	D23	Phenothiazine	+ IR	AstroF_IR_1uM_plate4	Central Nervous System	GPCR	SAMPLE	AstroF_IR_1uM_plate4	50123.3716216216
6	1	k02	SAMPLE	Amprolium hydrochloride	-1.00880257586456	0.702127005344986	-0.265015383713826	0.173017234678062	0.384533388065903	1.01339535897351	-0.546383912595582	0.489183981703443	-1.46630001037458	1.64100243533593	9.7826009109641e-292	0	1468	K02	Amprolium hydrochloride	+ IR	AstroF_IR_1uM_plate1	Infectiology	Carrier	SAMPLE	AstroF_IR_1uM_plate1	51329.6374269006
9	1	k21	SAMPLE	Nitazoxanide	-0.75967328565318	-0.0826541903574685	-0.568570752239875	-0.839517448412097	-0.745843618128823	1.64188667552744	-1.89555960271851	-1.583041982236	-1.12904048143436	1.6383900042777	9.76652626766091e-291	0	2569	K21	Nitazoxanide	+ IR	AstroF_IR_1uM_plate4	Infectiology	Not identified	SAMPLE	AstroF_IR_1uM_plate4	43649.6
8	1	h23	SAMPLE	Ketorolac tromethamine	0.318112749281548	-0.222117768664355	-0.428188018912368	-0.603931619636006	0.174908763190162	1.31527368089894	-0.133600933413876	0.323504088945794	-0.106571268028493	1.63811056261975	1.22034827262818e-290	0	2218	H23	Ketorolac tromethamine	+ IR	AstroF_IR_1uM_plate3	Central Nervous System	Enzyme	SAMPLE	AstroF_IR_1uM_plate3	41230.6575342466
6	1	g18	SAMPLE	Fenbufen	0.230030519285077	1.52941080507826	-0.388527909537439	-1.394272022122	0.25483987274874	0.721715757068419	0.353846671465969	0.203080967183217	-0.635376376280087	1.63702441538447	3.12732597457882e-290	0	1561	G18	Fenbufen	+ IR	AstroF_IR_1uM_plate1	Central Nervous System	Enzyme	SAMPLE	AstroF_IR_1uM_plate1	51768.3555555556
7	1	m23	SAMPLE	Carbidopa	-0.233131897699312	1.14390421039983	-0.454283472737277	-1.30625614613016	1.08334904421438	-0.136707355655814	-0.625036621253444	0.562586523993142	-1.07014269773287	1.63191887293114	2.83892148422387e-288	0	1810	M23	Carbidopa	+ IR	AstroF_IR_1uM_plate2	Central Nervous System	Enzyme	SAMPLE	AstroF_IR_1uM_plate2	53316.1981132075
2	1	k06	SAMPLE	Betaxolol hydrochloride	-0.534786982255754	0.913695362934676	0.149721579267331	-0.257302339169085	-0.22167177061111	0.137727791572915	0.248262482977746	-0.428274438605642	-0.739882813883312	1.63186258170988	2.91310775990763e-288	0	348	K06	Betaxolol hydrochloride	+ IR	AstroF_IR_10uM_plate2	Cardiovascular	GPCR	SAMPLE	AstroF_IR_10uM_plate2	50957.1165644172
6	1	g20	SAMPLE	Pinacidil monohydrate	0.164938542585689	-0.469505019169653	-0.781021046468721	-0.554590057503932	0.698897957738671	0.757641527283107	-0.0484391007713784	0.0822429519113262	-0.556501931389623	1.63142758425996	4.18366338047686e-288	0	1679	G20	Pinacidil monohydrate	+ IR	AstroF_IR_1uM_plate1	Cardiovascular	Ion channel	SAMPLE	AstroF_IR_1uM_plate1	43615.1513157895
4	1	b09	SAMPLE	Moricizine hydrochloride	-1.85974614749684	-0.543690563512128	-0.416592225093612	-0.116384776083643	1.54624566475346	1.09850396409084	-0.12622865826074	0.706978516198967	-0.736343047122465	1.63032999705465	1.0809094378369e-287	0	1094	B09	Moricizine hydrochloride	+ IR	AstroF_IR_10uM_plate4	Cardiovascular	Ion channel	SAMPLE	AstroF_IR_10uM_plate4	42362.6448087432
4	1	c05	SAMPLE	Lymecycline	-0.215628237442069	-0.135847797010887	-1.11410275103188	-0.139122601699864	0.126019232458294	1.94163906281622	0.275718374202105	0.407444250966802	-1.32133407833291	1.62881989970429	4.02182424208714e-287	0	1073	C05	Lymecycline	+ IR	AstroF_IR_10uM_plate4	Metabolism	Ribosome	SAMPLE	AstroF_IR_10uM_plate4	40829.7534246575
1	1	n07	SAMPLE	Prednisone	-0.262910417725768	0.206150064088072	-0.939261126850749	-0.0620153690675184	1.06921255638734	0.818441585164931	0.626037836288941	-0.895008136580002	-0.510540977362834	1.62761810381014	1.1385682896085e-286	0	244	N07	Prednisone	+ IR	AstroF_IR_10uM_plate1	Dermatology	Nuclear receptor	SAMPLE	AstroF_IR_10uM_plate1	40173.7415730337
2	1	m22	SAMPLE	Zopiclone	-0.499403458724432	-0.438934365142704	-0.814287043784906	-0.781866663291239	0.3848704860811	1.09073718171553	-0.168696447281397	0.0177693902852369	-0.38049872905771	1.62549233005047	7.28436609644172e-286	0	607	M22	Zopiclone	+ IR	AstroF_IR_10uM_plate2	Central Nervous System	Ionotropic receptor	SAMPLE	AstroF_IR_10uM_plate2	45358.8895705521
2	1	n06	SAMPLE	Mitoxantrone dihydrochloride	-0.433761355574356	0.00549618878959898	0.169117105449217	-0.707504619311197	1.15950884260409	0.311457172464945	-0.471195196742897	-0.148859975771086	-0.76583135677725	1.6249639945001	1.13689182507575e-285	0	502	N06	Mitoxantrone dihydrochloride	+ IR	AstroF_IR_10uM_plate2	Oncology	Enzyme	SAMPLE	AstroF_IR_10uM_plate2	48096.0833333333
3	1	j23	SAMPLE	Propofol	-0.0792662113621561	0.323595106409526	-0.490743368249643	-0.638386442091427	0.334170838470602	0.264677570412174	-0.613374295809647	0.114388375202237	-0.0573207821924098	1.62266310866549	8.4660597600523e-285	0	846	J23	Propofol	+ IR	AstroF_IR_10uM_plate3	Central Nervous System	Ionotropic receptor	SAMPLE	AstroF_IR_10uM_plate3	46333.6838709677
8	1	b11	SAMPLE	Methacholine chloride	-0.59988874730151	0.168600706151379	-0.224267493348752	-0.229891576988021	0.43729476905824	0.975061465307501	-1.18220299838979	1.28762930171067	-1.09967533646277	1.62240495338342	1.04150116949949e-284	0	2237	B11	Methacholine chloride	+ IR	AstroF_IR_1uM_plate3	Diagnostic	GPCR	SAMPLE	AstroF_IR_1uM_plate3	43371.0657894737
8	1	b17	SAMPLE	Olanzapine	-0.957192435702253	-0.571928003666108	-1.56896275031743	-0.177651578591393	1.11211184964911	0.451315275828331	-2.59704976876016	-0.329260960255754	-0.534414728524618	1.62181328228818	1.71920381020125e-284	0	2270	B17	Olanzapine	+ IR	AstroF_IR_1uM_plate3	Central Nervous System	GPCR	SAMPLE	AstroF_IR_1uM_plate3	35835.8186813187
8	1	c12	SAMPLE	Fluocinonide	-0.426206437250384	0.357177214972865	-0.760589148122758	0.26897390139657	0.182318903765463	1.0172196513637	-1.40733905135675	-0.610512502929228	-0.316656919160235	1.62169812473147	1.86604649343664e-284	0	2180	C12	Fluocinonide	+ IR	AstroF_IR_1uM_plate3	Metabolism	Receptor	SAMPLE	AstroF_IR_1uM_plate3	39935.6111111111
4	1	m18	SAMPLE	Olmesartan	0.40157044513798	-0.125995629193215	-1.40339170097203	-0.287545955337076	1.9469210576984	0.872483234087421	-0.620798606134826	0.343975936768557	-0.486111686426118	1.62156393817523	2.06038919460852e-284	0	1113	M18	Olmesartan	+ IR	AstroF_IR_10uM_plate4	Cardiovascular	GPCR	SAMPLE	AstroF_IR_10uM_plate4	41769.5714285714
1	1	h21	SAMPLE	Ethisterone	0.257898923770259	0.604811288017762	0.0380786030729996	-0.0943863435104043	-0.0846928198262809	1.54961642678197	0.0535257863723555	0.147043953239385	-0.683878322885049	1.62109820918961	3.04679314114901e-284	0	117	H21	Ethisterone	+ IR	AstroF_IR_10uM_plate1	Endocrinology	Receptor	SAMPLE	AstroF_IR_10uM_plate1	44750.8597560976
7	1	f21	SAMPLE	Lacidipine	-0.177979938231193	-0.26068402688611	-0.470013913941067	-0.290640983141082	0.0790060899425405	0.389326415102417	-0.530650886766561	-0.662433259135455	-0.6516080620934	1.62047398833775	5.18056494671309e-284	0	1924	F21	Lacidipine	+ IR	AstroF_IR_1uM_plate2	Cardiovascular	Ion channel	SAMPLE	AstroF_IR_1uM_plate2	47079.5833333333
8	1	n02	SAMPLE	Glimepiride	-0.157838454920225	-0.284052783692566	-2.08413492073056	1.52314347445629	1.63459660700775	3.19656616125007	-0.933974864417457	0.913470004044776	-1.07007910722086	1.61988936694058	8.50812322836978e-284	0	2193	N02	Glimepiride	+ IR	AstroF_IR_1uM_plate3	Endocrinology	Transmembrane receptor	SAMPLE	AstroF_IR_1uM_plate3	36152.6265822785
1	1	i22	SAMPLE	Bumetanide	0.290652017181018	0.335910530038726	-0.508678340822269	-0.896626061750627	0.221071773045897	1.55440599582902	-0.118006306062038	-1.29009671156431	-0.191189207264001	1.61912804753519	1.63223495242666e-283	0	50	I22	Bumetanide	+ IR	AstroF_IR_10uM_plate1	Metabolism	Carrier	SAMPLE	AstroF_IR_10uM_plate1	41825.8450704225
1	1	m14	SAMPLE	Etofylline	-1.432889436029	0.135701206688567	0.415080920442897	-0.576617985886788	0.834766092640087	1.09483449679982	0.120789137443964	-0.461918777804279	0.30644964852747	1.61862014592928	2.5063368275193e-283	0	120	M14	Etofylline	+ IR	AstroF_IR_10uM_plate1	Cardiovascular	Enzyme	SAMPLE	AstroF_IR_10uM_plate1	44594.7912621359
4	1	n04	SAMPLE	Fluticasone propionate	-0.545154956995036	-0.116839701263403	-0.373768892973574	0.0271620053130771	0.616825869905015	0.894143265058949	-0.219677998759274	0.0282351792976317	0.40460025970175	1.61685419707174	1.16135895753178e-282	0	1037	N04	Fluticasone propionate	+ IR	AstroF_IR_10uM_plate4	Cardiovascular	Nuclear receptors	SAMPLE	AstroF_IR_10uM_plate4	43134.9454545455
8	1	h20	SAMPLE	Oxybenzone	-0.551157687430133	0.370603174145106	-0.459698929297054	-1.17239576739346	-0.312408417279113	1.00423581454157	-0.0819821803374241	-0.474593088665165	-0.112586200676549	1.61647199659038	1.59695822678426e-282	0	2275	H20	Oxybenzone	+ IR	AstroF_IR_1uM_plate3	Dermatology	Not identified	SAMPLE	AstroF_IR_1uM_plate3	41671.9322033898
8	1	l22	SAMPLE	Bacitracin	-0.196681034919134	0.702569998225642	-0.0332104004252598	-0.238364508219576	0.303931363236062	2.91787824979886	-1.09010391349452	1.56456953702414	0.745728668711115	1.61561008638108	3.34489705387424e-282	0	2091	L22	Bacitracin	+ IR	AstroF_IR_1uM_plate3	Metabolism	Enzyme	SAMPLE	AstroF_IR_1uM_plate3	45125.8033707865
5	1	m14	SAMPLE	Dipivefrin hydrochloride	-1.74604003369977	-0.192535217331232	0.39813159281699	-0.476552841509839	0.339569402757876	0.255398562117184	1.44086132999797	-0.00294199778618663	-0.122697260093125	1.61267572099997	4.30004438866578e-281	0	1295	M14	Dipivefrin hydrochloride	+ IR	AstroF_IR_1and10uM_plate5	Ophthalmology	GPCR	SAMPLE	AstroF_IR_1and10uM_plate5	55206.9901477833
8	1	n23	SAMPLE	(-)-MK 801 hydrogen maleate	-0.78422647604172	-0.262905731833592	-1.56079467105606	0.16920589572484	2.463154318721	1.0449681637067	-1.7438169814585	-1.26737328973505	0.230314679400522	1.61246451900067	5.09065989288419e-281	0	2067	N23	(-)-MK 801 hydrogen maleate	+ IR	AstroF_IR_1uM_plate3	Central Nervous System	Ion channel	SAMPLE	AstroF_IR_1uM_plate3	35222.6685082873
1	1	l20	SAMPLE	Chlorothiazide	0.100469206198456	-0.0175640790656259	-1.1723372973177	-0.63523010501492	1.28390096736448	1.00394266475964	0.777463642374558	0.205424683170633	-0.037573653644053	1.60974102126967	5.41687467229683e-280	0	62	L20	Chlorothiazide	+ IR	AstroF_IR_10uM_plate1	Metabolism	Carrier	SAMPLE	AstroF_IR_10uM_plate1	40821.3271604938
6	1	k15	SAMPLE	Methocarbamol	0.0980544336495866	0.626249022686719	-0.0284879843990878	-0.532993082433471	-0.315449022077478	1.30084057954896	-0.864445957849461	-0.455117826246734	-2.50082208287557	1.60888778373127	1.12332099457007e-279	0	1620	K15	Methocarbamol	+ IR	AstroF_IR_1uM_plate1	Central Nervous System	Enzyme	SAMPLE	AstroF_IR_1uM_plate1	48163.9914529915
5	1	f19	NEGATIVE	DMSO	-0.332152161915965	0.0103060866820422	0.642361346316669	-0.373416438160244	-0.421875103424957	0.801653731054716	-0.214857464907459	-0.741504152986634	-1.26096349421645	1.60587731458895	1.52664633559833e-278	0	1300	F19	DMSO	+ IR	AstroF_IR_1and10uM_plate5			NEG	AstroF_IR_1and10uM_plate5	51244.062992126
7	1	k23	SAMPLE	Fenipentol	0.249710339670678	0.952417028659166	-1.51106192775119	-0.655284747089347	0.426006792658458	0.292288366355797	-1.19842685559115	0.0307897638000935	-1.66239859952276	1.60042139909986	1.72607922192556e-276	0	1893	K23	Fenipentol	+ IR	AstroF_IR_1uM_plate2	Metabolism	Not identified	SAMPLE	AstroF_IR_1uM_plate2	50553.9855072464
3	1	k13	SAMPLE	Lithocholic acid	-0.633070266308909	1.65200801828776	0.236445338529837	-0.184591987341069	-0.0885951940813894	0.909102820123841	1.07554909446672	-0.312376434685766	-0.693530317785873	1.59853785943815	8.70902637275999e-276	0	772	K13	Lithocholic acid	+ IR	AstroF_IR_10uM_plate3	Metabolism	Nuclear receptor	SAMPLE	AstroF_IR_10uM_plate3	55527.9868421053
