PlateID	WellLocation	replicateIdNumber	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	PCA10	DistanceScore	pvalue	PercentageMissingPerRecord	microPlateID	XPlate	Well	Compound	Solvent	IRstatut	Category	XsplitColumn	AreaShapeNormalizedMoment00N	AreaShapeNormalizedMoment01N	AreaShapeNormalizedMoment10N	PlatewellN	AreaShapeNormalizedMoment00C	AreaShapeNormalizedMoment01C	AreaShapeNormalizedMoment10C	Wellnumber	Concentration	Raw_AreaShapeAreaN
1	c19	1	NEGATIVE	DMSO	0.0980275602642765	0.345642724154651	-0.549859913103351	-0.545026335686612	-0.506225634983293	-0.151201132640863	0.310441360742844	-0.567333438267535	-1.60022701522779	-0.309521303621513	1.29580816623739	0.914963026028272	0	1	Plate01	C19	DMSO	DMSO	+ IR	NEG (DMSO IR)	Plate01										3225.47012987013
1	c20	1	SAMPLE	JSH-23	0.916808796744727	-0.0458731320221573	-1.45059497605676	-0.653749953631838	-0.396153977601284	-1.53558561162361	0.271928977311723	0.424264307174196	-1.21777518464604	0.277665459848467	1.4607524912095	0.914963026028272	0	1	Plate01	C20	JSH-23	DMSO	+ IR	Compounds	Plate01									3µM	3242.17537313433
1	d04	1	SAMPLE	Terfenadine	0.65349257377729	-0.141498536384704	0.62381861803256	0.904564212958019	0.0127667287449021	-0.392806001767934	0.304831295093907	0.56082419726519	0.335726742568731	-0.999065868966989	1.3779008145155	0.914963026028272	0	1	Plate01	D4	Terfenadine	DMSO	+ IR	Compounds	Plate01									1µM	3326.0351758794
1	d08	1	SAMPLE	JFD00244	-0.305532530391457	-0.187473072593109	-0.253031298544454	0.248222523116914	-0.405755941454895	-0.558964591177527	-0.555708553075859	0.402009142601795	0.640772535721238	-0.562884455320364	1.30625280228019	0.914963026028272	0	1	Plate01	D8	JFD00244	DMSO	+ IR	Compounds	Plate01									1µM	3122.53846153846
1	d09	1	SAMPLE	JFD00244	-0.43225525109452	0.0635839837669016	0.133218311064143	0.736597374584928	-0.549268293128957	0.111835379660704	-0.444049127011784	1.58566793686603	-0.148914312473741	0.172138803863019	1.36199448851149	0.914963026028272	0	1	Plate01	D9	JFD00244	DMSO	+ IR	Compounds	Plate01									1µM	3159.08831168831
1	d10	1	SAMPLE	Norgestimate	0.471756923835757	0.458706367903433	-0.342327608962244	0.111438333432888	0.260330142264183	0.207961913642541	0.192631934763074	-0.13100934746497	-1.28543511082805	-0.504213127902834	1.3940823929561	0.914963026028272	0	1	Plate01	D10	Norgestimate	DMSO	+ IR	Compounds	Plate01									1µM	3421.02542372881
1	d11	1	SAMPLE	Norgestimate	-0.251416272532715	0.319046185945486	-0.242955937587952	0.0944006554358614	-1.27904269950222	-0.082803779553197	0.0175464455395387	0.751594157642123	0.142176864946729	0.0663603756574256	1.50111859418895	0.914963026028272	0	1	Plate01	D11	Norgestimate	DMSO	+ IR	Compounds	Plate01									1µM	3238.34770889488
1	d14	1	SAMPLE	Carbendazim	1.80751507879584	0.12955757139838	-0.958538950567316	-0.198670965770402	-0.2311558095489	-0.573324618379741	0.425040392644744	-0.103447359477297	0.0466825057812721	0.713912581663239	1.38755204555712	0.914963026028272	0	1	Plate01	D14	Carbendazim	DMSO	+ IR	Compounds	Plate01									1µM	3346.28239202658
1	d16	1	SAMPLE	Procarbazine (Hydrochloride)	0.172761495831558	-0.199137591869376	-0.205406805568826	-0.18447815874644	-0.299695499258385	-0.555107177668697	-0.536003321978389	0.225368911775502	0.386871022698817	-0.66855482129293	1.45894223533233	0.914963026028272	0	1	Plate01	D16	Procarbazine (Hydrochloride)	DMSO	+ IR	Compounds	Plate01									10µM	3259.07027027027
1	e04	1	SAMPLE	Terfenadine	0.803875212904007	-0.000562420367318347	0.438572277573511	0.513352516988267	0.475741562464292	-0.13661881633573	0.817195750637367	0.47651346600238	0.139744700789807	-0.925641496609777	1.33308142908648	0.914963026028272	0	1	Plate01	E4	Terfenadine	DMSO	+ IR	Compounds	Plate01									0.25µM	3324.56125356125
1	e05	1	SAMPLE	Terfenadine	0.99470438520706	0.385274952965394	-0.330019570625805	0.985895404076693	0.73212815886735	-0.857892887064537	0.259239908556124	1.43191868732076	1.31849590302984	-0.34481791512515	1.45143965964284	0.914963026028272	0	1	Plate01	E5	Terfenadine	DMSO	+ IR	Compounds	Plate01									0.25µM	3450.02865329513
1	e07	1	SAMPLE	Roxithromycin	0.314144331404681	-0.0137166096592117	-0.701076052344855	0.49611139268998	0.171627949688203	-0.570964601170639	-0.206870404023329	0.0589474309428411	-0.0298119621383754	-0.596196181148406	1.51697731315165	0.914963026028272	0	1	Plate01	E7	Roxithromycin	DMSO	+ IR	Compounds	Plate01									3µM	3312.11825192802
1	e08	1	SAMPLE	JFD00244	0.315785348010491	0.114699018747858	-0.0575656086823859	0.634305389747729	0.662091228857269	-0.6795263825916	0.239475585459156	0.560452020591265	0.364247961829354	-0.490356606516041	1.28267145489525	0.914963026028272	0	1	Plate01	E8	JFD00244	DMSO	+ IR	Compounds	Plate01									0.25µM	3315.35582822086
1	e11	1	SAMPLE	Norgestimate	-0.097095909406805	0.012372630446821	-0.201055277860221	0.438432987141017	-0.286844225775825	-0.532899905353629	-0.206100069471017	0.114121616374088	0.851998056474289	-0.484539904935132	1.25254207615234	0.914963026028272	0	1	Plate01	E11	Norgestimate	DMSO	+ IR	Compounds	Plate01									0.25µM	3227.8178913738
1	e15	1	SAMPLE	Carbendazim	0.511027866774525	-0.292536740984577	-0.736163191615881	0.0500016178171405	0.197426237663025	-0.631779651467646	-0.188249383402732	1.40079786372855	-2.43009592531856	0.134612136968991	1.39252786237413	0.914963026028272	0	1	Plate01	E15	Carbendazim	DMSO	+ IR	Compounds	Plate01									0.25µM	3164.48159509202
1	e16	1	SAMPLE	Procarbazine (Hydrochloride)	1.02517972297767	0.286549539850803	-0.705613823674065	-0.851887736282331	0.468038188438968	-0.293542211469441	-0.261354092794411	-0.0475849198814235	-1.69213963359705	0.226654552101173	1.27829742977299	0.914963026028272	0	1	Plate01	E16	Procarbazine (Hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3353.09655172414
1	e17	1	SAMPLE	Procarbazine (Hydrochloride)	0.607985976096716	-0.144111896805554	-0.749118700360535	-0.319386540542255	0.0714920106670772	-0.414312954612855	-0.0665513865881144	0.800405695057582	-0.423182335701918	-0.254121371217567	1.60649920308558	0.914963026028272	0	1	Plate01	E17	Procarbazine (Hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3233.52647975078
1	f05	1	SAMPLE	Tolazoline (hydrochloride)	-0.0847976254093262	-0.160552384799364	-0.0590507019041852	0.199431843405057	0.617942413333419	-0.712072616401878	0.118762028132335	2.56825643864803	-0.0260014714398425	0.0267195469438824	1.29042228117909	0.914963026028272	0	1	Plate01	F5	Tolazoline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									10µM	3117.67415730337
1	f06	1	SAMPLE	Roxithromycin	-0.356460318941496	0.361889217978109	-0.059211411099628	0.757847990128227	-0.296146926476564	-0.265036905330008	-0.00626848736762172	0.250772813441136	-0.0455311137307971	-0.17583148023097	1.34206014280038	0.914963026028272	0	1	Plate01	F6	Roxithromycin	DMSO	+ IR	Compounds	Plate01									1µM	3281.35294117647
1	f07	1	SAMPLE	Roxithromycin	-0.0511601881664366	0.278366330468291	0.391751148364677	0.877087673008811	-0.704490220156925	0.333138181562608	-0.554219991771073	-0.15210619767617	-0.295863737564225	-0.713474455517842	1.34536153906817	0.914963026028272	0	1	Plate01	F7	Roxithromycin	DMSO	+ IR	Compounds	Plate01									1µM	3358.23716381418
1	f09	1	SAMPLE	Trametinib	2.59354064647639	0.186063940552642	3.60629411687085	1.44987405198764	-3.89053084727466	1.11251560877796	-2.18358398328333	-0.550863352695779	0.0430470491078171	-0.210743180080546	1.23576295237335	0.914963026028272	0	1	Plate01	F9	Trametinib	DMSO	+ IR	Compounds	Plate01									10µM	3624.18372093023
1	f18	1	SAMPLE	6-Thioguanine	0.700137148936286	-0.274038802916599	-0.849672334169174	0.329981862941009	0.534182171273377	-0.0392999205920947	-0.0400598686376052	-0.0543368968513684	-2.24432909613078	-0.0784731788734445	1.25749856974053	0.914963026028272	0	1	Plate01	F18	6-Thioguanine	DMSO	+ IR	Compounds	Plate01									1µM	3252.49358974359
1	f19	1	SAMPLE	6-Thioguanine	-0.229040651874171	-0.456172412364953	-0.179543991144466	-0.407890975949589	-0.713611932252453	-0.232735199291025	-0.0694789563773723	0.687061864365978	0.0614638565147185	-0.974018992132818	1.4551383072711	0.914963026028272	0	1	Plate01	F19	6-Thioguanine	DMSO	+ IR	Compounds	Plate01									1µM	3170.21810699588
1	g05	1	SAMPLE	Tolazoline (hydrochloride)	0.493653663468678	0.04466481319257	0.462397048784967	0.81659064223071	0.680330455249601	-0.103502620972631	0.19031242272112	1.01174148103041	0.0451427255715141	-0.0928353718730192	1.30101062814341	0.914963026028272	0	1	Plate01	G5	Tolazoline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3256.91443850267
1	g06	1	SAMPLE	Roxithromycin	-0.61536026828089	0.0382781137015159	0.23064161561714	1.36415029312871	-0.0553586012384487	-0.554079463967263	-0.255598283417736	0.555732944087076	-2.32998672141362	-0.723326860655934	1.2358671476255	0.914963026028272	0	1	Plate01	G6	Roxithromycin	DMSO	+ IR	Compounds	Plate01									0.25µM	3274.39229024943
1	g08	1	SAMPLE	Trametinib	2.85971722164842	0.0207786958489365	3.66243873455812	1.46350141507511	-3.30726116550462	1.30320915486424	-1.64657130751674	-0.149941228773386	0.319762446727994	-0.314683412823527	1.24307225058313	0.914963026028272	0	1	Plate01	G8	Trametinib	DMSO	+ IR	Compounds	Plate01									3µM	3614.26618705036
1	g14	1	SAMPLE	Guanabenz (Acetate)	0.154714950607397	-0.077969088574038	-0.473023820576462	0.374503029997831	0.0317446911834578	-0.420393190537663	-0.271354102455528	0.855880431181027	-1.52516011337831	0.179619871163946	1.39458623804008	0.914963026028272	0	1	Plate01	G14	Guanabenz (Acetate)	DMSO	+ IR	Compounds	Plate01									3µM	3181.28189910979
1	g15	1	SAMPLE	Guanabenz (Acetate)	-0.145398895380271	-0.131694190835335	-0.977459913898246	-0.458563524658511	-0.207103600333986	-0.657796887718719	-0.650107108854716	0.779503553753611	-0.349056767483105	0.664396579003479	1.25957678914996	0.914963026028272	0	1	Plate01	G15	Guanabenz (Acetate)	DMSO	+ IR	Compounds	Plate01									3µM	3057.50133333333
1	g16	1	SAMPLE	Procarbazine (Hydrochloride)	-0.240003523420252	0.170398274730519	0.0775634408534051	-0.406043585181837	-0.371754126655414	-0.356639586067366	-0.935873969573074	0.756395728600972	-1.63905462786151	0.240023066910658	1.26348613824445	0.914963026028272	0	1	Plate01	G16	Procarbazine (Hydrochloride)	DMSO	+ IR	Compounds	Plate01									0.25µM	3203.07908163265
1	g18	1	SAMPLE	6-Thioguanine	1.01828666258228	-0.120595983158901	-0.622261030183818	0.154087299975633	0.198115059619618	-0.251935542308822	0.256702789770174	-0.663195612286786	-1.32553361279922	-0.379194933206463	1.3028374157293	0.914963026028272	0	1	Plate01	G18	6-Thioguanine	DMSO	+ IR	Compounds	Plate01									0.25µM	3337.87732342007
1	g21	1	SAMPLE	Cisapride	1.32518640378149	-0.320874969695278	-1.05200913569595	-0.543607059222657	0.169024360539727	-0.796243539967298	0.3573359643846	1.09966004329936	0.59379258613927	0.404425647228076	1.37996836809509	0.914963026028272	0	1	Plate01	G21	Cisapride	DMSO	+ IR	Compounds	Plate01									3µM	3201.83606557377
1	h04	1	SAMPLE	Tolazoline (hydrochloride)	-0.114395226374049	-0.26072727611716	-0.0277183889995937	1.21145758218716	0.407289841718628	-1.01732986875782	0.098642424556514	0.978604821055914	-0.161245316936305	-0.513466586126936	1.25630003106927	0.914963026028272	0	1	Plate01	H4	Tolazoline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									1µM	3216.9806763285
1	h05	1	SAMPLE	Tolazoline (hydrochloride)	0.159125146974204	0.23549263510757	-0.033489261416485	1.36527604895441	1.01226552019464	-0.322861521514898	0.369921881701888	1.24961889106819	-1.51392609740327	-0.832299529119227	1.3386673438063	0.914963026028272	0	1	Plate01	H5	Tolazoline (hydrochloride)	DMSO	+ IR	Compounds	Plate01									1µM	3411.62962962963
1	h09	1	SAMPLE	Trametinib	3.33338439789102	-0.359681016384474	3.48080291191897	1.80307193729078	-4.14653852136743	1.13461686857948	-1.26424946612185	-0.405464881532587	0.427717028628907	-0.709764339205034	1.28819588425578	0.914963026028272	0	1	Plate01	H9	Trametinib	DMSO	+ IR	Compounds	Plate01									1µM	3633.81347150259
1	h12	1	SAMPLE	MK2-IN-3	-0.128496604282497	0.509048673879511	1.17253983425791	0.76289715135216	-2.37464895007576	0.86865576705456	-1.19387060771818	1.52703674309115	-0.764470441662501	-0.0862626539480154	1.40005233972026	0.914963026028272	0	1	Plate01	H12	MK2-IN-3	DMSO	+ IR	Compounds	Plate01									10µM	3341.82724252492
1	h15	1	SAMPLE	Guanabenz (Acetate)	-0.203066199167708	-0.0308163005138215	-0.147840870018071	-0.643152969919961	-0.288950423022209	-0.432490610071221	-0.577996694375608	0.519148983034913	-0.167749841600435	-0.379634978871487	1.39143794103035	0.914963026028272	0	1	Plate01	H15	Guanabenz (Acetate)	DMSO	+ IR	Compounds	Plate01									1µM	3216.34604105572
1	i08	1	SAMPLE	Trametinib	4.13248516752216	-0.319534407715281	3.32212315561739	1.55498531805107	-3.20188047410716	1.19512936615295	-0.868267870277995	0.0198864594214539	-0.565384650595395	-0.385517973596466	1.33683772519436	0.914963026028272	0	1	Plate01	I8	Trametinib	DMSO	+ IR	Compounds	Plate01									0.25µM	3694.56460674157
1	i09	1	SAMPLE	Trametinib	3.35415770237589	0.948384917085732	3.15601507905702	1.7212613723021	-4.11734806141992	1.41468235780206	-1.94402694712204	-1.20690385895565	1.30157049696641	-0.948045846869244	1.30311816997721	0.914963026028272	0	1	Plate01	I9	Trametinib	DMSO	+ IR	Compounds	Plate01									0.25µM	3787
1	i10	1	SAMPLE	Astemizole	-0.350052712657448	-0.513179502751565	-0.390252372369314	0.808867498099775	-0.64736588481315	0.00916234194768726	-0.227033154234736	0.43986588648743	0.116109836017897	-0.369093571447272	1.32523500094194	0.914963026028272	0	1	Plate01	I10	Astemizole	DMSO	+ IR	Compounds	Plate01									0.25µM	3082.30320699708
1	i12	1	SAMPLE	MK2-IN-3	2.34811204871113	0.828111583865736	0.806626622939602	0.275695433903891	-2.00144441876343	-0.39055529068372	0.162729715106478	1.42223017963556	0.0179571854323359	-0.778020526388182	1.70911493506455	0.914963026028272	0	1	Plate01	I12	MK2-IN-3	DMSO	+ IR	Compounds	Plate01									3µM	3846.62083333333
1	i14	1	SAMPLE	Guanabenz (Acetate)	0.377227028753862	-0.272703973881893	-0.544466032991177	0.430775962145387	0.308732542361987	-0.366729434104423	0.150635383702422	0.675540334163157	-0.71087259886286	-0.303951251034395	1.4691965414638	0.914963026028272	0	1	Plate01	I14	Guanabenz (Acetate)	DMSO	+ IR	Compounds	Plate01									0.25µM	3247.77744807122
1	i15	1	SAMPLE	Guanabenz (Acetate)	0.223587363606679	0.183629236293142	-0.403613862572833	0.68730785367829	0.209016479098971	-0.401941904442554	0.0159269229789777	-0.143215662940481	0.164197176052639	-0.173425194432502	1.29856028971478	0.914963026028272	0	1	Plate01	I15	Guanabenz (Acetate)	DMSO	+ IR	Compounds	Plate01									0.25µM	3254.91319444444
1	i16	1	SAMPLE	Flunarizine (dihydrochloride)	1.2132077753563	0.0405816614131584	-0.267892454297906	0.106542141357251	-0.791619653827539	0.870799553548983	0.172471069779012	0.325807846568886	-0.813538837610712	-0.116141316542853	1.58554921533128	0.914963026028272	0	1	Plate01	I16	Flunarizine (dihydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3283.03703703704
1	i17	1	SAMPLE	Flunarizine (dihydrochloride)	-0.1908899488519	0.108936368105968	-0.523775960922449	0.0617404138171294	-1.62629232343801	0.867175355186802	-0.142181915831404	1.33724590068198	-3.02059796041282	-0.379640151429156	1.46423852744052	0.914963026028272	0	1	Plate01	I17	Flunarizine (dihydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3211.21374045802
1	i21	1	SAMPLE	Cisapride	0.79227916588055	0.212225524758648	-0.291378364973903	-1.05298946370377	-0.546307108816956	-0.544579565613147	-0.13100432088861	-0.527904885030678	-0.0619363848260961	-0.603489702455029	1.38295818127006	0.914963026028272	0	1	Plate01	I21	Cisapride	DMSO	+ IR	Compounds	Plate01									0.25µM	3383.90909090909
1	j11	1	SAMPLE	Trimethobenzamide (hydrochloride)	-0.245191672727163	0.0959948914987758	0.147609398959712	0.424812977138883	0.17893650032574	-0.498246732348989	-0.429193289742194	0.238616179856464	-0.996430051814	-0.48936313899302	1.23681500083294	0.914963026028272	0	1	Plate01	J11	Trimethobenzamide (hydrochloride)	DMSO	+ IR	Compounds	Plate01									10µM	3256.78415300546
1	j12	1	SAMPLE	MK2-IN-3	-0.366169584836688	0.573842897560308	0.400956527485901	0.683779391323644	-1.21777448550732	-0.768095407183165	-1.17702093149666	1.24963882405986	1.1182001383744	-1.01592181196928	1.4218135943169	0.914963026028272	0	1	Plate01	J12	MK2-IN-3	DMSO	+ IR	Compounds	Plate01									1µM	3505.76213592233
1	j13	1	SAMPLE	MK2-IN-3	0.322757504047424	0.306828011538041	0.163806216250957	1.03385266679729	-0.759995483533896	-0.852003639240763	-0.720743074223452	-0.113171898200663	-0.479826505607555	-0.762369355933673	1.50305509399593	0.914963026028272	0	1	Plate01	J13	MK2-IN-3	DMSO	+ IR	Compounds	Plate01									1µM	3481.34444444444
1	j17	1	SAMPLE	Flunarizine (dihydrochloride)	0.129441798127934	0.231881943545031	0.552897355571267	0.0592095366764412	-1.24712328357319	0.192450490284029	-0.495638708947196	0.945159527812288	-0.529381251468782	-0.526474369123721	1.54609990839977	0.914963026028272	0	1	Plate01	J17	Flunarizine (dihydrochloride)	DMSO	+ IR	Compounds	Plate01									1µM	3383.05626598465
1	k02	1	SAMPLE	Dobutamine (hydrochloride)	-0.253147149115807	0.516513638455536	-0.715643615660145	2.03981254744328	-0.124485343288711	1.20364165272208	0.157878155359628	0.26199340896986	-1.561324895068	-0.0438404848118027	1.28451945230636	0.914963026028272	0	1	Plate01	K2	Dobutamine (hydrochloride)	DMSO	+ IR	Compounds	Plate01									0.25µM	3255.35873015873
1	k10	1	SAMPLE	Trimethobenzamide (hydrochloride)	0.116352450886339	0.547426035521245	0.235132825715484	-0.246962673460323	-0.106145019891743	-0.381586571238742	0.0670786903216912	0.589943612905343	-0.0313540526980096	-0.8516709019298	1.5258054728481	0.914963026028272	0	1	Plate01	K10	Trimethobenzamide (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3319.52119700748
1	k11	1	SAMPLE	Trimethobenzamide (hydrochloride)	0.0959958895181047	0.205583165614083	-0.0031964189926507	0.264865756666886	-0.404425025949705	-0.553805275269671	-0.746577098976521	0.647693417585847	0.188218609451066	-0.209851302902567	1.52438612917492	0.914963026028272	0	1	Plate01	K11	Trimethobenzamide (hydrochloride)	DMSO	+ IR	Compounds	Plate01									3µM	3308.06534090909
1	k13	1	SAMPLE	MK2-IN-3	0.24278337931539	0.49088905711359	-0.449209595785927	0.588881318254857	-0.0115050860643917	-0.811899288006157	-0.202601236049385	1.09096520738854	-0.875815390808159	0.403895614859181	1.49399190992439	0.914963026028272	0	1	Plate01	K13	MK2-IN-3	DMSO	+ IR	Compounds	Plate01									0.25µM	3407.16184971098
1	k14	1	SAMPLE	Mifepristone	-0.33066802496771	0.094900404490578	-1.76591499494454	-0.0194321474290633	0.0125313023718263	-0.888069996872591	-0.462766237908741	1.64962840917028	-0.374635590561612	-0.148762847562289	1.49264932921917	0.914963026028272	0	1	Plate01	K14	Mifepristone	DMSO	+ IR	Compounds	Plate01									3µM	3163.23167155425
1	k15	1	SAMPLE	Mifepristone	-0.0738149336661209	0.319427873497785	-0.16546878062483	-0.869296239425637	-0.752864510525243	-0.496387108897869	-0.728523828584182	0.498408276496369	-2.06196434255353	-0.0405701345596539	1.37788010701071	0.914963026028272	0	1	Plate01	K15	Mifepristone	DMSO	+ IR	Compounds	Plate01									3µM	3274.1387434555
1	k16	1	SAMPLE	Flunarizine (dihydrochloride)	0.390117237913403	0.343150918218779	0.786579099095698	-0.0123186207356925	-0.955377775723209	-0.0330691207076926	-1.20034749725109	0.180702984366447	-0.671067329565737	-0.0196098155890829	1.32723734242317	0.914963026028272	0	1	Plate01	K16	Flunarizine (dihydrochloride)	DMSO	+ IR	Compounds	Plate01									0.25µM	3379.0616966581
1	k18	1	SAMPLE	PP2	0.0710920055269885	0.316066436225877	-0.575714199956012	-0.230379019517278	-0.855993240632632	-0.415988563102186	-0.242219267701524	0.339136667443377	1.49277623296678	-0.308866714410365	1.335248050289	0.914963026028272	0	1	Plate01	K18	PP2	DMSO	+ IR	Compounds	Plate01									0.25µM	3285.63806970509
1	k20	1	SAMPLE	Salmeterol	0.105920403584806	-0.118568908675	0.116226537678309	-0.673869615868787	-0.983730352881891	-1.09191850062388	-0.0993780148082681	0.460107699348923	-0.448911150513612	0.379009040007598	1.24474431871256	0.914963026028272	0	1	Plate01	K20	Salmeterol	DMSO	+ IR	Compounds	Plate01									3µM	3159.95135135135
1	l04	1	SAMPLE	Etilefrine hydrochloride	0.662559912888416	0.635430580504158	-0.249255529251783	0.819239036450165	-0.100381190956351	-0.337236118720449	-0.0350961735745655	0.384792412788773	-2.52310869190767	-0.318664450127448	1.45688072405546	0.914963026028272	0	1	Plate01	L4	Etilefrine hydrochloride	DMSO	+ IR	Compounds	Plate01									1µM	3488.62006079027
1	l05	1	SAMPLE	Etilefrine hydrochloride	0.380107497001194	0.0535853488330024	-0.408335234471157	0.590223088779436	-0.246740199005467	-0.416241788254502	0.363147359521791	0.188912898635522	-0.857944844696845	-0.916376383630391	1.60595526378507	0.914963026028272	0	1	Plate01	L5	Etilefrine hydrochloride	DMSO	+ IR	Compounds	Plate01									1µM	3333.45812807882
1	l07	1	SAMPLE	Gatifloxacin	-0.216441476032999	0.247069316142984	0.226371273097993	0.792544591195112	-0.0926908955862594	-0.793543430682362	-0.0651092372045546	1.5399060964258	-2.14881822571853	-0.909075495735088	1.42431322857978	0.914963026028272	0	1	Plate01	L7	Gatifloxacin	DMSO	+ IR	Compounds	Plate01									10µM	3367.86851211073
1	l15	1	SAMPLE	Mifepristone	-0.12260604147395	0.491761500115468	-1.2245257822434	-0.169728642870058	-0.209153525733755	0.034886074228243	-0.923299354283574	0.26710668057402	0.791565045034791	-0.0903660242967688	1.3581205239947	0.914963026028272	0	1	Plate01	L15	Mifepristone	DMSO	+ IR	Compounds	Plate01									1µM	3283.12637362637
1	l20	1	SAMPLE	Salmeterol	0.890125687147634	-0.189183144589251	-0.0490114961775759	-0.242460702979142	-0.950686258363997	0.129621548852218	-0.22805667154888	-0.47084968186744	-0.731750623970863	0.130581317533246	1.33980900506323	0.914963026028272	0	1	Plate01	L20	Salmeterol	DMSO	+ IR	Compounds	Plate01									1µM	3231.24035608309
