PlateName	PlateID	wellLocation	ReagentClass	ReagentID	PCA01	PCA02	PCA03	PCA04	PCA05	PCA06	PCA07	PCA08	PCA09	DistanceScore	pvalue	PercentageMissingPerRecord	V1	Compound	IRstatut	Wellnumber	XPlate	Concentration	Category	XsplitColumn	Raw_AreaShapeAreaC
2	1	k08	SAMPLE	Nimorazole	0.52526993564363	-0.207231555509547	-0.626066163926261	-0.0980574943918712	0.32456350892901	-0.960305657484638	0.0170613788143312	-0.514743493181209	-1.44022547819079	1.51811126484482	3.84048836723936e-43	0	264	Nimorazole	+ IR	K08	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	55291.5555555556
3	1	c19	NEGATIVE	DMSO	-0.365518998050266	-0.805567777497865	0.672629478537368	0.194795766009689	1.08106148107005	-0.11380717368284	0.155347747022295	-0.0627028351476495	-0.623590534358665	1.51807206313539	3.84048836723936e-43	0	493	DMSO	+ IR	C19	AstroF-IR-3uM-plate1	3uM	NEG	AstroF-IR-3uM-plate1	68796.2432432432
1	1	d12	SAMPLE	Dabrafenib	0.21593470327519	-2.11337820049752	-0.801066076179144	0.670910517319516	-1.03851637876521	-0.78849678270455	-0.661019949213214	2.24384453928925	-0.0781078262090392	1.51347677795318	7.32732991438025e-43	0	93	Dabrafenib	+ IR	D12	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	53102.7228915663
4	1	f10	SAMPLE	Pazopanib	0.473540787828253	-1.44502055489426	-0.32649666231278	0.451001355998753	0.496847306800126	1.20675737263985	-1.50978442309082	-0.349633742318706	-2.96189418397824	1.51076243555408	1.05228654648466e-42	0	660	Pazopanib	+ IR	F10	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	54546.9104477612
3	1	j03	NEGATIVE	DMSO	0.343134357615744	-0.902156149638413	0.932031403323396	0.285794570125373	0.867464981302887	0.636362205097858	-0.438707801113781	0.08818490085654	-0.397690455149273	1.5077727728894	1.57750383661692e-42	0	506	DMSO	+ IR	J03	AstroF-IR-3uM-plate1	3uM	NEG	AstroF-IR-3uM-plate1	72697.54
2	1	d14	SAMPLE	Sodium Phenylbutyrate	0.58761189906691	0.23658220450736	1.71749850751163	-0.676341246031624	-0.176383304945403	0.247769942765035	0.0143938381058872	0.211592266581957	-0.934186628880283	1.49767905656783	6.87383443574232e-42	0	331	Sodium Phenylbutyrate	+ IR	D14	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	73551.6956521739
1	1	e17	SAMPLE	Goserelin acetate	-0.638392545055332	-0.879392973425839	1.27309153651349	-0.484817992749079	1.22537223770442	-1.11167677901966	0.027733425767753	0.927285020009704	1.15666624066623	1.49707230167085	7.21335806045381e-42	0	169	Goserelin acetate	+ IR	E17	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	77543.8666666667
2	1	e14	SAMPLE	Sorafenib	-0.198120665167325	-0.314267541929031	1.93971808104	-0.353649819809981	0.0908234682795474	-1.76360947715516	-0.0666876336981254	0.166891147393742	0.912963852841426	1.49295882423469	1.27990372103683e-41	0	332	Sorafenib	+ IR	E14	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	81407.1666666667
2	1	m10	SAMPLE	Phenoxybenzamine hydrochloride	0.381584247294704	-0.377277020259228	-0.560392470389714	0.839530071716048	-1.13481822273727	-2.3261257302304	-0.766034895722896	0.131807315326712	-0.817011011406272	1.48273549904336	5.61626102718301e-41	0	289	Phenoxybenzamine hydrochloride	+ IR	M10	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	57627.5434782609
2	1	d18	SAMPLE	Vitamin D2	-0.32809391331011	1.11546485687229	0.642842234926642	0.127807851969312	1.30967604704283	-1.10026662771332	0.573640313645334	0.717548373341337	-0.639289772465976	1.476783813302	1.30151630299376e-40	0	380	Vitamin D2	+ IR	D18	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	71562.884057971
2	1	k10	SAMPLE	Pentostatin	0.719378692408036	-1.43879778389303	1.21872222221057	0.38283416894125	0.0854734350619057	0.548501915641334	1.42774589153713	-0.351472457174675	-2.0129088244817	1.47284597120054	2.23879453656797e-40	0	287	Pentostatin	+ IR	K10	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	72182.8541666667
2	1	f09	SAMPLE	Olaparib	0.475001192651035	0.809544109409789	0.635167613524347	-1.31218167205372	0.00878664042320536	-0.221534373596444	1.14754897556822	0.585942859554987	-0.387198597519519	1.47244845347274	2.29142128177434e-40	0	271	Olaparib	+ IR	F09	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	60898.6226415094
3	1	c04	SAMPLE	Ro31-8220 mesylate	0.610828912586003	-0.340849268911859	0.0999976481964979	0.452366352131448	0.719361432441827	0.686312472681242	1.86283920255092	-0.375953453638092	-0.862201070879007	1.47164297355885	2.49278080330454e-40	0	570	Ro31-8220 mesylate	+ IR	C04	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	58850.6440677966
3	1	m12	SAMPLE	Dexamethason acetate	0.473798361717209	0.222470883906499	1.04607439801812	0.0155365824583584	-0.0431984919023153	-0.0326420601870493	1.12627732188634	-0.148084961681848	-0.350789540522204	1.46804325268855	4.08616137012399e-40	0	485	Dexamethason acetate	+ IR	M12	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	61505.4761904762
2	1	g10	SAMPLE	Pemetrexed acid	0.649933040424843	-0.0668665352082673	-0.0305164746920037	-0.235365028966582	-1.14882748643929	-1.1714888282699	-0.492845340472622	0.407675861290958	-0.0769500467011819	1.4676187586251	4.21185682841826e-40	0	283	Pemetrexed acid	+ IR	G10	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	59509.2222222222
3	1	f18	SAMPLE	Ifosfamide	1.35112532314958	-0.258216694593242	0.179258258635142	0.37832855627355	0.281353275508255	-0.968094892572931	-1.01054165264649	0.809381602033268	-0.221993477603752	1.46451408699759	6.42559981171757e-40	0	561	Ifosfamide	+ IR	F18	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	57452.4615384615
2	1	h17	SAMPLE	Urethane	-0.72156362638259	-0.590989916432649	0.361033256271459	0.259979605283794	0.0659943109648447	-0.750523512934632	0.0366611330433986	-0.620502821028295	-1.29623173088594	1.46053049377692	1.11366357299994e-39	0	372	Urethane	+ IR	H17	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	70690.5909090909
4	1	j12	SAMPLE	Retinol	1.1293719722218	-0.0946915392833593	-0.160166909469572	-0.303592484216046	-0.0786387228046878	-0.608482904864893	0.308766276039872	-0.21876045422461	-0.727406573644056	1.45787140659068	1.59148014749595e-39	0	688	Retinol	+ IR	J12	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	51870.04
2	1	f13	SAMPLE	Rucaparib Phosphate	-0.0422562248808337	0.40308463588511	1.17029328219871	0.838861095300742	-0.708235798888599	-1.19599348735284	-0.800424407456311	1.05895355863814	-0.527076942066593	1.45714907740569	1.71807745967071e-39	0	321	Rucaparib Phosphate	+ IR	F13	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	75525.5576923077
4	1	i15	SAMPLE	Thioguanine	0.704168677706593	0.331364704961379	0.476119152148398	-0.41441873874193	1.50850456957376	0.251061997775495	-0.730077749967168	0.927804727911915	0.105514557667296	1.44864041213282	5.71272341944408e-39	0	726	Thioguanine	+ IR	I15	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	57921.3541666667
1	1	h05	SAMPLE	5-Azacytidine	-0.0181300278884199	-0.633947329041283	-0.0250713749130762	-0.0622086014513963	-0.58557206099669	-0.252142689698498	0.592652271061561	0.0737229850705653	-0.768580084049035	1.44722101280574	6.82238424725787e-39	0	12	5-Azacytidine	+ IR	H05	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	61285.3
4	1	m07	SAMPLE	Mocetinostat	0.47336144747065	-2.26728316159715	-0.145100163450886	1.17713426172562	-0.32964736509433	0.370780394999125	0.0178212979079357	0.0966000381218013	0.140552894952861	1.44664470825353	7.22154102677241e-39	0	633	Mocetinostat	+ IR	M07	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	55936.2807017544
1	1	f07	SAMPLE	Apramycin sulfate	0.186438651307919	-0.138357137701169	0.850123702235977	0.119532431922718	0.131270395685983	-1.39773936688654	-0.887943531057571	0.708429063669759	-0.080302192218992	1.44557431462568	8.21121213922571e-39	0	34	Apramycin sulfate	+ IR	F07	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	71877.28125
4	1	j08	SAMPLE	Nilutamide	0.0779556350734469	0.0306561313852918	0.0257668757670115	-0.311959995469642	0.309257181218453	-0.910087883490796	-0.668019316809943	0.194904392898388	-0.466310734770477	1.44445525636019	9.40654366053473e-39	0	642	Nilutamide	+ IR	J08	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	57071.4166666667
3	1	c17	SAMPLE	Gimeracil	0.504356558962218	0.0748486194222973	0.966941789950488	-0.436098659588114	2.11342358547123	1.43213488319481	0.915155327514811	1.10039074184634	-0.708624877399586	1.44422920123355	9.48519193848594e-39	0	547	Gimeracil	+ IR	C17	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	67204.5416666667
4	1	f14	SAMPLE	Sorafenib tosylate	-0.255894592242059	-2.35126319023835	-0.569680846351869	1.33092232299364	-1.00286099943815	-0.00180640245443235	0.474101853849615	0.704131141173941	-1.73457401341316	1.44295698981498	1.11180270456627e-38	0	711	Sorafenib tosylate	+ IR	F14	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	56581.3898305085
2	1	g08	SAMPLE	Nicotinamide	0.386236032851946	1.16955559764643	2.04229564142035	-0.694138001672649	-0.375141904221955	0.0444982648052959	1.54045396248635	1.32083405907207	0.5209556055025	1.44093285836643	1.45173084065411e-38	0	260	Nicotinamide	+ IR	G08	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	79088.612244898
2	1	d12	SAMPLE	Raltitrexed	0.547469134985314	1.107391211528	-0.0473663917931345	0.235827984641135	1.00210049484589	-0.533589366868399	0.961579728856482	0.474582077499213	-0.534119173468798	1.43939229683435	1.7562591386435e-38	0	304	Raltitrexed	+ IR	D12	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	58411.0769230769
2	1	h03	NEGATIVE	DMSO	0.638988883917612	-0.0370067003251161	0.957073914353222	-0.979541400732799	0.683727893923035	-0.855452925452358	-0.0531467858103241	-1.13337237147407	-0.244563643819604	1.43928965533465	1.7562591386435e-38	0	213	DMSO	+ IR	H03	AstroF-IR-1uM-plate2	1uM	NEG	AstroF-IR-1uM-plate2	65161.1363636364
4	1	c13	SAMPLE	Roflumilast	0.185712666806172	0.343223257901564	0.930052745913506	0.191412288466913	1.74872753113399	-1.35040219119536	-1.12755289386491	1.16674275500767	-0.260478246662417	1.43910293332294	1.7653522367099e-38	0	695	Roflumilast	+ IR	C13	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	65035.2741935484
3	1	k16	SAMPLE	Gefitinib	-0.75285129683493	-0.711028911010014	0.787535748437053	-0.400496960911712	-0.414094397341886	-0.621217273607766	-0.471448063309155	-0.700425901759675	-1.45608013159283	1.43823721568138	1.95599376149412e-38	0	544	Gefitinib	+ IR	K16	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	64933
4	1	m10	SAMPLE	Phenoxybenzamine hydrochloride	-0.0907150590526468	-0.349895910791222	-0.0224079689716986	-0.383233992082156	0.848036999103385	-0.454711404461133	-0.478094947274917	-0.141681936785384	-0.183042710902036	1.43535867035573	2.88819693796099e-38	0	667	Phenoxybenzamine hydrochloride	+ IR	M10	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	57706.5555555556
2	1	i05	SAMPLE	Larotrectinib	0.552876174188101	1.28032628612537	-0.170815138083547	-0.40748203131025	-0.567339691442044	-0.791938169835603	0.621278473448548	0.197961477399417	-1.33632413933947	1.43290626070844	4.01193916212499e-38	0	228	Larotrectinib	+ IR	I05	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	58590.9692307692
1	1	g08	SAMPLE	Bexarotene	-1.13976687893072	-0.966661826196939	0.295336280016689	-0.95028053823052	0.236938293619968	-0.9407512351299	-0.00666776408430454	0.0793024916836486	0.133263070957697	1.42772702086312	8.19807183042197e-38	0	47	Bexarotene	+ IR	G08	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	72647.75
1	1	e14	SAMPLE	Encorafenib	1.3586992051816	-1.70545302085719	-0.121375394214218	-1.00094025632778	-1.31636557234682	-0.39340159723019	-0.0652229944928852	1.58294453062218	0.522849224613073	1.42439711286564	1.28715731044898e-37	0	131	Encorafenib	+ IR	E14	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	48342.7857142857
2	1	h07	SAMPLE	Mifepristone	0.514458068498309	-0.790823842199318	0.121505797740259	0.0399932614493461	-0.572407053009325	-0.690112014989631	-0.265703675181933	-0.278142530013481	0.129642781791563	1.42045295099329	2.20132352236831e-37	0	250	Mifepristone	+ IR	H07	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	62101.0277777778
4	1	m12	SAMPLE	Rociletinib	0.317977914190449	-0.946001993909091	-0.51640259554884	-0.501714005139084	-0.549367632504194	0.767392259917479	-1.38638846722462	0.039216070368387	-1.09767579558092	1.41658571084168	3.71896012093957e-37	0	693	Rociletinib	+ IR	M12	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	50250.914893617
3	1	f14	SAMPLE	Entinostat	-0.443731700390234	-0.282172579915551	0.646179099785754	0.0536625533652332	-0.41555296879769	-0.390089565632272	0.67686055731001	0.347421992459431	-0.797347539723344	1.41021103540755	8.90396276224053e-37	0	516	Entinostat	+ IR	F14	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	68632.4153846154
1	1	k17	SAMPLE	Hydrocortisone butyrate	-0.621624241531674	-0.560465257569415	0.553574801745769	-0.605482704954643	0.213214413105828	-1.02511157324063	-1.01407110186175	-0.392225278349673	-0.301045848847601	1.40770634824277	1.23966645363546e-36	0	175	Hydrocortisone butyrate	+ IR	K17	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	73081.7931034483
1	1	i18	SAMPLE	Imiquimod	0.463240793145632	-0.944177657700331	0.412897356367126	0.980886817065023	0.272562023266118	-0.416639071598861	-1.45917174357231	-0.135353460940099	0.570703988603967	1.40543453071869	1.67032531976845e-36	0	185	Imiquimod	+ IR	I18	AstroF-IR-1uM-plate1	1uM	SAMPLE	AstroF-IR-1uM-plate1	70138.7818181818
4	1	e04	SAMPLE	TYRPHOSTIN-9	0.626638276577974	-2.29162713472799	-0.0720940415254708	0.0814354529697491	-0.446157767006115	1.53654673467933	0.139564240695115	0.369619738030081	0.115056057087043	1.4036060800694	2.11577322565952e-36	0	746	TYRPHOSTIN-9	+ IR	E04	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	50538.2054794521
2	1	g19	NEGATIVE	DMSO	-0.818286575972222	0.547805306788475	-0.0150540836321577	0.169038957758043	0.191427724654327	-1.26954715502994	0.874156268956574	0.653812038078347	-0.336752461420764	1.39946484511731	3.69028219836432e-36	0	212	DMSO	+ IR	G19	AstroF-IR-1uM-plate2	1uM	NEG	AstroF-IR-1uM-plate2	64241.7746478873
3	1	j10	SAMPLE	Chidamide	0.520474924499816	-0.380802677175064	-0.154704255781619	-0.69382877358055	-1.1276534331856	1.0687239492016	0.845117435191059	-0.260822306851993	-2.87257385738816	1.39475491242265	6.94893883398856e-36	0	458	Chidamide	+ IR	J10	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	57107.875
3	1	c18	SAMPLE	Ibrutinib	0.818238650714319	0.674428624939619	1.07646822915539	1.34814166238004	0.579986355590049	-1.17672077799623	0.398556209983427	-0.203289548554103	-0.681460831956065	1.39290859641236	8.8113341057464e-36	0	558	Ibrutinib	+ IR	C18	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	71958.7027027027
4	1	l15	SAMPLE	Tipiracil hydrochloride	-0.801402947726636	-0.531261262840837	0.755082049607449	-0.162914790282671	0.437890430387901	0.115483140807233	-0.0955505628140521	0.456100413829625	-0.747440677904644	1.38982398551857	1.32396127324818e-35	0	729	Tipiracil hydrochloride	+ IR	L15	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	69759.1911764706
3	1	f16	SAMPLE	Formestane	-0.119617965076479	-0.508304636773221	-0.0561699436503441	0.0267250882160432	0.966060680822913	0.0807187679424112	-1.02193923395054	1.14113688938027	-1.48061745997682	1.38936778587965	1.38702067245502e-35	0	539	Formestane	+ IR	F16	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	61864.8059701493
3	1	c11	SAMPLE	Ciclopirox ethanolamine	0.6940627635817	-2.70613544424845	-0.534220817591258	0.850226368021714	-0.456335503341755	-0.196428107213022	1.16631041377112	0.188229387290725	0.695260284815734	1.38891675132027	1.45238657961301e-35	0	463	Ciclopirox ethanolamine	+ IR	C11	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	55285.2321428571
3	1	k03	SAMPLE	TYRPHOSTIN-9	1.0656989696307	-2.16123081197297	-0.794815802476313	0.718253877989023	-1.18491397719061	0.995517712956395	-0.1839479132556	-0.0470399737187688	-1.00048931658677	1.38745125379434	1.74776112363677e-35	0	574	TYRPHOSTIN-9	+ IR	K03	AstroF-IR-3uM-plate1	3uM	SAMPLE	AstroF-IR-3uM-plate1	50260.775862069
2	1	l10	SAMPLE	Pexidartinib	0.63438206124744	1.25644834302789	0.372799380153043	0.129908046735636	0.98519834700458	-1.14334178965112	0.865692095316886	-0.617399475805218	-0.0992387457296555	1.38528708387211	2.31380633466785e-35	0	288	Pexidartinib	+ IR	L10	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	66063.275
4	1	l08	SAMPLE	Nimustine Hydrochloride	-0.592801041500387	-0.0518123315920007	1.03726819235563	-0.893879127701841	0.877693006795605	-0.546168382888555	-0.672483589551496	-0.32018677816076	-1.79806857489621	1.37848149992771	5.75794429451794e-35	0	644	Nimustine Hydrochloride	+ IR	L08	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	73511.4098360656
2	1	m13	SAMPLE	Sivelestat	0.219903835594709	-0.398794812989401	0.776849399769998	-1.28028381871058	0.0264425504125774	-0.183112948156333	0.381159597824092	-1.34717038656833	-1.12440726519738	1.37692399614304	6.97753680004677e-35	0	328	Sivelestat	+ IR	M13	AstroF-IR-1uM-plate2	1uM	SAMPLE	AstroF-IR-1uM-plate2	68606.3773584906
4	1	c11	SAMPLE	Pipobroman	0.763981214573357	-0.296890720936721	0.239221888760518	-1.70543989840294	1.29993760099625	-0.666533649725951	1.30502016460308	-0.400430588451625	-1.24310125452921	1.37684877553952	6.97753680004677e-35	0	669	Pipobroman	+ IR	C11	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	53209.4166666667
4	1	d10	SAMPLE	Pamidronate disodium salt	-0.448144259370244	-0.468973032077367	0.422808222456604	0.0289410864765353	0.765174979982348	-0.481105731571687	-0.0738153241458219	0.792930113664988	0.324298675634969	1.37160981073237	1.39718132871467e-34	0	659	Pamidronate disodium salt	+ IR	D10	AstroF-IR-3uM-plate2	3uM	SAMPLE	AstroF-IR-3uM-plate2	64000.0625
4	1	g19	NEGATIVE	DMSO	-0.14393142947965	-0.0252473318576588	1.65020366096728	-0.54716922471665	0.602754305847761	0.394609646687137	-0.117199253760383	0.46261447256845	-0.326842723886497	1.36918244759081	1.91088796106813e-34	0	592	DMSO	+ IR	G19	AstroF-IR-3uM-plate2	3uM	NEG	AstroF-IR-3uM-plate2	66423.8888888889
