"","Compound","Category","Concentration","Astrocyte","DistanceScore","PCA01","PCA02","PCA03","PCA04","PCA05","PCA06","PCA07","PCA08","PCA09","PCA10","Library"
"19","(-)-MK 801 hydrogen maleate","IR+ Compounds","1uM","AstroF",1.61246451900067,-0.78422647604172,-0.262905731833592,-1.56079467105606,0.16920589572484,2.463154318721,1.0449681637067,-1.7438169814585,-1.26737328973505,0.230314679400522,NA,"FDA Approved Drugs Library"
"20","(-)-MK 801 hydrogen maleate","IR+ Compounds","10uM","AstroF",1.33859457751516,-1.79319262183022,-1.28563570264675,-2.64774984790776,-1.97325793258028,1.42056792892196,-0.801670386221005,-2.03189968399962,0.4276905170271,-0.302673184949423,NA,"FDA Approved Drugs Library"
"21","(+) Isoproterenol-(+)-bitartrate salt","IR+ Compounds","1uM","AstroD",1.19015279192881,0.690130003460055,-0.736678117568053,-0.147345431265673,0.143993077411157,-0.234860673225873,0.760738126226281,-1.71454693317137,-0.399460898083722,-1.39404750927032,-0.0829018948697227,"FDA Approved Drugs Library"
"22","(+) Isoproterenol-(+)-bitartrate salt","IR+ Compounds","10uM","AstroD",0.788212680202586,1.59465599246327,0.449506521063568,-1.10381354551759,-0.511960043591936,-1.64930462308394,1.49559025947665,-0.841688958273663,-0.122858006187367,-0.130540595103515,1.44769983458022,"FDA Approved Drugs Library"
"23","(+) Isoproterenol-(+)-bitartrate salt","IR+ Compounds","10uM","AstroF",1.32812128106491,0.2740167624022,0.783013723191848,-0.195519151875796,-0.571951995967408,0.0565841827844564,0.117406728035297,0.251022789677968,1.19970566009771,-0.358814051951755,NA,"FDA Approved Drugs Library"
"24","(+) Isoproterenol-(+)-bitartrate salt","IR+ Compounds","1uM","AstroF",1.09342110899305,0.123536443117136,-0.000333762981232948,-0.833234698237599,-0.763110123740738,0.0181352553991091,-0.172864952369055,-0.180258349548308,0.0418926673216251,0.797312861717566,NA,"FDA Approved Drugs Library"
"25","(+) Levobunolol hydrochloride","IR+ Compounds","10uM","AstroD",1.08767613449057,0.146226010225075,0.291799989211903,1.58799804184362,2.16332720894789,1.23885187760676,-1.17775685363168,-0.77579749766984,1.49701097914581,-1.01820292165687,0.24640513093492,"FDA Approved Drugs Library"
"26","(+) Levobunolol hydrochloride","IR+ Compounds","1uM","AstroD",0.763533655763938,-0.132660363989447,1.13408085586025,0.954134319305864,1.61894337329917,0.409587096623983,-0.300277431829242,0.501224800581502,1.60394797419976,-0.340070970503102,0.669284693958034,"FDA Approved Drugs Library"
"27","(+) Levobunolol hydrochloride","IR+ Compounds","1uM","AstroF",1.11430574705079,0.473792786745279,1.03946118456391,-0.134338473051767,-0.643708591562164,-0.607907331013434,-0.503391567229382,-0.786649670336087,-0.437086869830554,-0.982719384408163,NA,"FDA Approved Drugs Library"
"28","(+) Levobunolol hydrochloride","IR+ Compounds","10uM","AstroF",1.07013821929075,-0.813025622180913,-0.509805518017087,0.218814542813625,-0.456947219779403,-0.952093972697858,-0.195958055973115,0.830077931401508,-0.0175671441049249,-1.27386657905527,NA,"FDA Approved Drugs Library"
"29","(D-) Norgestrel","IR+ Compounds","1uM","AstroD",0.983475423220127,-0.844197744699726,-0.201919854058669,0.761725243119897,0.345850019887373,-0.720340842643461,-0.00516290440563692,0.334101041242683,1.34458628182518,-0.429933792357638,-0.989207526192722,"FDA Approved Drugs Library"
"30","(D-) Norgestrel","IR+ Compounds","10uM","AstroD",0.837057775986729,0.177119978445139,1.38181269864795,0.175546747998824,0.698370110697951,-1.03331233977045,-0.90181188364727,-0.516912245072918,1.11269310831863,0.267709217473208,-0.184713171454704,"FDA Approved Drugs Library"
"31","(D-) Norgestrel","IR+ Compounds","1uM","AstroF",1.47873995657526,-0.650545234760045,1.54419609699993,-0.677402581133272,-1.01364037917378,-0.576064471386999,1.06301022983811,-2.13161648193209,-0.0829313834490074,0.579665508335247,NA,"FDA Approved Drugs Library"
"32","(D-) Norgestrel","IR+ Compounds","10uM","AstroF",1.19859197034194,-0.623245750178448,0.438587984919749,-0.55881478421296,-0.487505431121742,0.848122116814444,0.787285299780702,-1.6269027666207,1.505764023667,2.09960803064786,NA,"FDA Approved Drugs Library"
"33","(D)-Panthenol","IR+ Compounds","1uM","AstroD",1.31269856754974,-0.977118389187784,-1.1118988901322,1.8948656390844,-0.114069161243407,-0.764774356437498,-0.0753831952858896,-0.133592165344822,0.975193913681218,0.591818998439014,0.297195618188682,"FDA Approved Drugs Library"
"34","(D)-Panthenol","IR+ Compounds","10uM","AstroD",0.961564168474125,-0.505832597496322,-1.00584188621041,-0.0307246947077647,-0.681853095713007,-0.516997373453889,-0.886311507789262,0.419751843084293,1.20631522968932,0.254916374768134,-0.941156544724553,"FDA Approved Drugs Library"
"35","(D)-Panthenol","IR+ Compounds","10uM","AstroF",1.45593354392821,0.352986210247229,0.416257178763714,-1.50781017550119,-0.509283794516139,1.43106722113585,0.154401787218682,-1.1407244901053,-0.353793433301839,0.46627048043582,NA,"FDA Approved Drugs Library"
"36","(D)-Panthenol","IR+ Compounds","1uM","AstroF",0.82339699810786,0.67437096020421,-0.199167903218812,-1.07967708408939,-0.746172465643518,0.17126435338525,-2.0536804640389,-0.999985723253162,0.792778446368869,-0.453499728909144,NA,"FDA Approved Drugs Library"
"37","(L) Hyoscyamine","IR+ Compounds","10uM","AstroD",1.45909697260121,0.229897764945195,-0.793929752180745,-0.0880389717728533,-0.0981732290370111,-1.07112767260891,0.402820850996756,-0.549947687866427,-0.389191278679443,-0.437993264276907,0.424287710347903,"FDA Approved Drugs Library"
"38","(L) Hyoscyamine","IR+ Compounds","1uM","AstroD",0.911205386548634,-0.231795615246929,-0.24486012654791,1.02887838705112,-0.532741494185971,-0.798165907418008,-0.373102966489312,-1.24837358684872,1.85052309918544,-0.318209516767062,0.531521165744778,"FDA Approved Drugs Library"
"39","(L) Hyoscyamine","IR+ Compounds","1uM","AstroF",0.884160530332703,-0.399363128054081,-0.102289988296268,-0.0835967539640059,-0.993376159586232,-0.371088556500344,-0.0792010595014886,0.235188525981736,-0.305242488899777,1.48852430226255,NA,"FDA Approved Drugs Library"
"40","(L) Hyoscyamine","IR+ Compounds","10uM","AstroF",0.662189503259228,0.245253993238019,0.327314435026541,-0.147139522717888,-0.76773006920866,-0.646917291759978,-0.511132930842195,-0.0562798000241366,-0.418152627595699,1.13799021273805,NA,"FDA Approved Drugs Library"
"41","(L) Methyldopa","IR+ Compounds","10uM","AstroD",0.799211736540414,-2.46767816715458,2.64089852134463,-1.98053280247096,0.314353173339914,-0.345227492277127,0.834422581934812,0.541642027510636,0.866934837448139,-0.289569858040848,-1.3526813164414,"FDA Approved Drugs Library"
"42","(L) Methyldopa","IR+ Compounds","1uM","AstroD",0.453478712164709,-0.351677574898766,1.24951233153732,-0.240008015403116,0.0113279869596393,0.532178362656888,0.752500737520689,0.637341138918588,-0.0771537186204771,-1.18134608408618,0.324426955341743,"FDA Approved Drugs Library"
"43","(L) Methyldopa","IR+ Compounds","10uM","AstroF",1.31562281315344,0.144785783766989,0.500333811118375,-0.386072743943225,-0.383217654504875,0.45169627298108,-0.350782598563225,-0.382542064690621,-0.276945353541426,-0.49672707075621,NA,"FDA Approved Drugs Library"
"44","(L) Methyldopa","IR+ Compounds","1uM","AstroF",0.926930623656165,-0.0702024652585098,-0.187151827150521,0.366781498544169,0.00900983770211022,-0.743389860743096,-0.237143571928574,-0.63924086938604,-0.357344018468764,-1.12065153089486,NA,"FDA Approved Drugs Library"
"45","(L) Thyroxine","IR+ Compounds","10uM","AstroD",1.02592392400628,-2.20212827568162,-0.0649485391079625,-1.27580449017662,0.102618103361888,0.725797477617518,-0.821472537506889,-0.562989926350315,-0.563406600024127,-0.530121486507605,1.45132721375704,"FDA Approved Drugs Library"
"46","(L) Thyroxine","IR+ Compounds","1uM","AstroD",0.765011806888748,1.4417396942863,0.58874268051699,2.06046243318452,-0.594399694830539,-0.600322424911559,1.01549924315958,-1.24442962677103,-0.0196975619675667,-1.78495598383314,1.74830983736067,"FDA Approved Drugs Library"
"47","(L) Thyroxine","IR+ Compounds","1uM","AstroF",1.09176618582252,0.702173504891672,0.82881784567778,-0.0901568132839924,-0.72859459533465,-0.219458070606807,0.119220143712149,0.685010205119091,-0.810822309030176,-0.433449816123812,NA,"FDA Approved Drugs Library"
"48","(L) Thyroxine","IR+ Compounds","10uM","AstroF",0.645067415962465,-0.171610250283262,-0.0847367787293354,-0.545603555403854,-0.263705831680942,-0.148659616019271,-1.59556699301412,1.3344292325686,-0.924566626302029,1.30639500506962,NA,"FDA Approved Drugs Library"
"49","(R,+) Atenolol","IR+ Compounds","10uM","AstroD",0.967348964421119,0.0983909111994871,-1.31987727475303,-0.994687542745664,-0.798805383684289,-0.419799739365851,0.132859602931301,-0.873846612629211,-0.0766861337333614,0.388535441431295,-0.566990976012937,"FDA Approved Drugs Library"
"50","(R,+) Atenolol","IR+ Compounds","1uM","AstroD",0.922848973047099,-0.759091776314728,-0.819445210284396,0.116252766011496,-0.341988434002457,-1.29380366303905,-0.740125245723912,2.29860997765628,0.0513592899275584,2.10931036211703,-0.467935472297663,"FDA Approved Drugs Library"
"51","(R,+) Atenolol","IR+ Compounds","1uM","AstroF",1.1747436243974,-0.341534379391159,-0.0158817904888315,-1.0265690915744,0.916491244834658,0.955712167631392,1.01819135791349,0.0107133436369543,-0.336690790575941,-0.356217689881005,NA,"FDA Approved Drugs Library"
"52","(R,+) Atenolol","IR+ Compounds","10uM","AstroF",1.09418183260232,-0.985143088794814,-0.844333168247242,-0.363544588256418,-0.765220883484589,-0.0976910446584838,1.24692560360286,-1.81403662970392,0.436445456614252,-0.0337331744683533,NA,"FDA Approved Drugs Library"
"53","(R,S) Homatropine hydrobromide","IR+ Compounds","10uM","AstroD",1.15773200083412,-1.18021321313605,-0.543763790754184,0.00194613855830126,0.155542958581863,0.714039900873409,-0.925109187121265,-0.505922001202284,-0.804662194437071,0.0249629308531684,-0.531671407191974,"FDA Approved Drugs Library"
"54","(R,S) Homatropine hydrobromide","IR+ Compounds","1uM","AstroD",1.10504689960584,-0.406905998727961,-0.23403350977011,0.421506666549839,-0.203320469288134,0.13002554522525,0.536353329049932,-0.317247826600679,0.472947339147319,-0.658102260933282,-0.0530762855315686,"FDA Approved Drugs Library"
"55","(R,S) Homatropine hydrobromide","IR+ Compounds","10uM","AstroF",0.976966983183142,-0.124609953908655,1.1245571961079,-0.487975947948086,-0.0113209421872284,-0.311176800061448,-0.00421229933102528,1.18472221300558,0.410933960773466,0.303927457168175,NA,"FDA Approved Drugs Library"
"56","(R,S) Homatropine hydrobromide","IR+ Compounds","1uM","AstroF",0.750514641859665,-0.752349119750013,-0.226821076565549,0.520058050114276,0.293801646422363,-0.699661207779545,0.327950729641401,-0.448299349989423,0.0289519656833242,1.18010280128563,NA,"FDA Approved Drugs Library"
"57","(R) Naproxen sodium salt","IR+ Compounds","1uM","AstroD",1.44082712213475,0.0549499562869527,0.356905423709216,0.564827087106687,-0.0626606532775918,0.170524465699631,-0.168273475617042,-0.949184345571774,-0.59408766314626,0.506309637693855,-1.32236909053477,"FDA Approved Drugs Library"
"58","(R) Naproxen sodium salt","IR+ Compounds","10uM","AstroD",1.19452310436168,0.764420081390507,-0.221958923817479,0.399148411669292,0.711360843141045,0.0331732258091971,-0.111157501971833,-0.262681792742988,-0.609467385213357,0.0880869336401823,0.848938406905973,"FDA Approved Drugs Library"
"59","(R) Naproxen sodium salt","IR+ Compounds","10uM","AstroF",1.55294358924512,-0.315992236037754,1.33163068608886,0.510815628356958,-0.744557011638518,-0.365646186034613,0.338152894579268,-0.404577503410406,-0.524210747107271,-1.3404129690032,NA,"FDA Approved Drugs Library"
"60","(R) Naproxen sodium salt","IR+ Compounds","1uM","AstroF",0.996891352844136,0.20122627421859,0.157502171032949,0.555650165195871,-0.165462765000226,-0.783163583172997,0.536195828447761,-0.740881470755101,-0.126736561803269,0.285672237796225,NA,"FDA Approved Drugs Library"
"61","(R) Propranolol hydrochloride","IR+ Compounds","1uM","AstroD",1.34612220841001,-1.09397834880748,-0.453154438439243,-0.231163786645295,-1.1637601066684,0.314906058014083,0.609120813163418,0.164607198484445,-0.464586502320114,1.47869336419634,0.395778550122914,"FDA Approved Drugs Library"
"62","(R) Propranolol hydrochloride","IR+ Compounds","10uM","AstroD",1.26399120057899,-1.03719683537901,-0.624701600127567,1.9802698872704,-1.54010287594105,0.218628568472306,1.01694779674669,-0.496568837848488,-1.93822659669326,-0.0835680124423451,1.07877756809063,"FDA Approved Drugs Library"
"63","(R) Propranolol hydrochloride","IR+ Compounds","10uM","AstroF",1.25148276003252,-0.40706463396215,0.0749796688177245,0.228072454652108,-0.178509240256798,-0.374360833869401,1.02981320420824,0.642469870468454,0.217970056637752,0.346500780325062,NA,"FDA Approved Drugs Library"
"64","(R) Propranolol hydrochloride","IR+ Compounds","1uM","AstroF",0.717027705213606,-1.50195797778437,-0.698453142231769,0.803695323041348,0.114175427030458,-0.638999910785417,-0.530499576702853,-0.621298116546441,-1.40206102116599,1.02195046887944,NA,"FDA Approved Drugs Library"
"65","(R)-Duloxetine hydrochloride","IR+ Compounds","10uM","AstroD",1.09678480922379,-1.43655960341943,-0.253196507941071,0.12897191352438,0.0283244391452927,-0.468601530522703,0.642638858324922,0.00429879874061604,0.0157942328371471,-0.987757751063666,0.280327346505956,"FDA Approved Drugs Library"
"66","(R)-Duloxetine hydrochloride","IR+ Compounds","1uM","AstroD",1.0601963829768,0.950375831861231,-0.1146165559416,-1.81490240509566,3.58528962727129,1.66456913313178,1.55119909765222,1.74334191363151,1.02837259183325,-0.684658573795462,1.73600944461398,"FDA Approved Drugs Library"
"67","(R)-Duloxetine hydrochloride","IR+ Compounds","1uM","AstroF",1.40853602075408,0.176624710777235,-0.137913218668868,-0.476761938810398,-0.732142656581041,-0.169599474894342,1.03871729623967,0.617289265527431,-1.13055003788853,-0.503698827030193,NA,"FDA Approved Drugs Library"
"68","(R)-Duloxetine hydrochloride","IR+ Compounds","10uM","AstroF",0.880481862504066,0.490364681047827,0.433269355804475,0.0974434994320431,0.427222165864575,0.02888541559939,-0.946069779770517,1.98132684918398,1.09638999752431,-1.89724411724122,NA,"FDA Approved Drugs Library"
"69","(S,-) Atenolol","IR+ Compounds","10uM","AstroD",1.04153700005238,-0.0639115189427072,-1.35631328475463,-0.410080989951018,0.335971219424264,0.911539990548429,-1.13158163569555,-0.15206705636228,-0.956577136178602,-0.72158249966844,0.638975375832649,"FDA Approved Drugs Library"
"70","(S,-) Atenolol","IR+ Compounds","1uM","AstroD",0.994388148410263,0.207187660687753,-0.220881219719978,0.519446465255292,-0.334692892912444,0.861761851086534,-0.0179212007566283,-1.35349574151106,0.386677649029044,-0.168700882906072,1.40128366342792,"FDA Approved Drugs Library"
"71","(S,-) Atenolol","IR+ Compounds","1uM","AstroF",1.25530174075515,-0.589755148355102,-0.00399245296827477,-0.259631436483558,-0.63324818113994,-0.236103364191402,0.276121558731176,0.416663808636326,-0.375719603958498,0.283775177243197,NA,"FDA Approved Drugs Library"
"72","(S,-) Atenolol","IR+ Compounds","10uM","AstroF",0.735343439123027,-0.377102756742744,-0.185476789251639,0.198552815710886,0.33221911496043,-0.372657039040759,-0.256571901864088,-0.270722868954227,-1.68978474643735,0.607330727810598,NA,"FDA Approved Drugs Library"
"73","(S,-) Cycloserine","IR+ Compounds","10uM","AstroD",1.44416488496244,0.0209194643210367,-0.665899981361072,1.21756138628566,0.278452639767316,0.621820253785667,-0.298769533873295,-0.590797555244768,-0.677794958421655,-0.127927484126767,0.135475326748857,"FDA Approved Drugs Library"
"74","(S,-) Cycloserine","IR+ Compounds","1uM","AstroD",1.38621861244674,-0.122999486074618,-0.543287096732774,-0.486500489895116,-0.302355787062559,-0.577139337454431,1.2933924838682,-0.318315737132048,-0.130586008687648,0.383436391912692,0.623771681636962,"FDA Approved Drugs Library"
"75","(S,-) Cycloserine","IR+ Compounds","10uM","AstroF",1.45973472182893,0.277072510333096,-0.00760588841039278,-0.578921773964393,0.0521413781420824,0.769870819415856,0.566474887728534,-1.08955716230478,-1.28996750560164,-0.165112143199078,NA,"FDA Approved Drugs Library"
"76","(S,-) Cycloserine","IR+ Compounds","1uM","AstroF",1.27866080516836,-1.21904098142139,-0.470332177902457,0.880426286753812,-0.233030532252243,0.0368514771275045,0.610391453994316,-0.695571036706086,-0.594150352216135,0.253767638446036,NA,"FDA Approved Drugs Library"
"77","(S,-) Eticlopride hydrochloride","IR+ Compounds","10uM","AstroD",0.995471388760662,-1.38533588321737,-1.98351321603625,-0.247673147142765,-0.887897698127001,1.40437811223612,-1.81165910626273,-1.13161290307851,0.225219381146343,-0.751845201170436,-0.579615085847558,"FDA Approved Drugs Library"
"78","(S,-) Eticlopride hydrochloride","IR+ Compounds","1uM","AstroD",0.730073865615458,-0.512654519608254,-0.0263419797947128,-0.610981448485876,-0.961985643351444,0.376965126394665,-0.162313842821739,-0.802603849328494,0.481223009903607,-0.107761030394929,1.01570787170315,"FDA Approved Drugs Library"
"79","(S,-) Eticlopride hydrochloride","IR+ Compounds","1uM","AstroF",1.28023538422938,-0.622212630550387,-0.354525500059243,-0.621511380095174,-0.505666798098414,1.2503013774743,-0.745438578160128,-0.967710605096979,0.185299033921474,0.430267007925646,NA,"FDA Approved Drugs Library"
"80","(S,-) Eticlopride hydrochloride","IR+ Compounds","10uM","AstroF",0.66855596241741,-0.337707694380527,-0.593492911176052,-0.852053975356059,-0.8719953728077,-0.369219270472189,-0.871937481446699,0.36859089308419,-0.340716202294374,1.45613426514249,NA,"FDA Approved Drugs Library"
"81","(S,+) Camptothecine","IR+ Compounds","1uM","AstroD",1.08806696348279,-3.63508260298115,-1.57980576766458,-1.3105437953739,0.57840181829396,2.82689902921305,-2.54667475360639,0.0859643977247099,3.08750477072134,2.08807581995414,-0.63953808810134,"FDA Approved Drugs Library"
"82","(S,+) Camptothecine","IR+ Compounds","10uM","AstroD",0.765861546221297,1.14308024100436,-0.773656331243709,-3.10438689278866,-0.631648380733186,1.81402357733765,-1.2882502981732,-0.0940203599062402,1.1606415410953,0.999876668875703,0.408537122107969,"FDA Approved Drugs Library"
"83","(S,+) Camptothecine","IR+ Compounds","1uM","AstroF",1.05601944435087,-1.26223213261042,-1.13776365129683,-0.679682207073322,0.203670479593885,0.499534341999208,0.00873004229480574,-0.847264157757139,3.40680228361573,0.147262359978175,NA,"FDA Approved Drugs Library"
"84","(S,+) Camptothecine","IR+ Compounds","10uM","AstroF",0.725076277416383,0.16126558228806,-2.53643658958042,-2.01719708069663,1.67592968232439,0.486035507377374,-0.983285637340566,-1.16197764550622,1.07752644416557,1.0593043015933,NA,"FDA Approved Drugs Library"
"85","(S,+) Ibuprofen","IR+ Compounds","10uM","AstroD",1.27856174646218,-0.0474549368653913,-1.30605563652818,-0.752008683203468,-0.181326880964667,-0.602202299418494,-0.18953648921674,-0.936290374407002,1.03953750043339,1.19488219205369,-2.0495172222747,"FDA Approved Drugs Library"
"86","(S,+) Ibuprofen","IR+ Compounds","1uM","AstroD",1.1538748229353,-0.479967284123581,0.566611233662907,-1.58579014090537,-0.0930852988164992,-1.44875245306609,-0.256740983846352,-0.752846839265913,-0.241862761503529,0.862360188355569,-1.19205150446351,"FDA Approved Drugs Library"
"87","(S,+) Ibuprofen","IR+ Compounds","10uM","AstroF",1.47583425007696,-0.415056243489912,0.244482021014474,-1.41526041507521,-0.598131968221308,1.03784071597654,0.803995924950019,0.135629557679519,-0.475923920888453,0.856726444861044,NA,"FDA Approved Drugs Library"
"88","(S,+) Ibuprofen","IR+ Compounds","1uM","AstroF",1.24118493126746,-3.52100296463199,-1.70895964954403,1.4523966123733,0.724986959797817,0.164114359823569,0.800327005668843,-1.81506480946959,-1.55416782196161,-1.40868719094321,NA,"FDA Approved Drugs Library"
"89","(S)-(-)-Propranolol hydrochloride","IR+ Compounds","10uM","AstroD",0.821648635687478,0.907139786099644,1.52439261581018,-0.582579967851017,-0.976963230226673,-0.669405099918516,0.779890669943904,-0.27312511283696,-1.43044491955762,-0.818290794022687,-0.635299833687682,"FDA Approved Drugs Library"
"90","(S)-(-)-Propranolol hydrochloride","IR+ Compounds","1uM","AstroD",0.688006129553656,0.833705674479328,0.850650582073398,-0.14880933952178,0.12607037893473,1.02816459430583,-0.145335595762139,-0.934427174369382,0.203257601967113,-0.0747386694468695,-0.180067799350739,"FDA Approved Drugs Library"
"91","(S)-(-)-Propranolol hydrochloride","IR+ Compounds","1uM","AstroF",1.24425911580925,0.148707327571236,0.688816593602056,2.2100754888771,0.199029376250743,0.709180709198166,1.64019847905101,1.43510055588327,-0.294131294352133,0.0278813699199799,NA,"FDA Approved Drugs Library"
"92","(S)-(-)-Propranolol hydrochloride","IR+ Compounds","10uM","AstroF",1.20377007020947,-0.476940605314568,0.536655496594371,0.637834093687525,-0.608055904393491,-0.0151005690853223,0.600560632452438,0.761158128301035,-0.241065845518337,0.824260763577258,NA,"FDA Approved Drugs Library"
"93","(S)-Naproxen","IR+ Compounds","10uM","AstroD",0.845573389527214,0.539225729208659,1.1597314772278,0.675711887071913,0.159431411335928,0.784563041446358,1.49613641458678,-0.0735287305662973,-0.0294173156046421,-0.322094495388652,-0.341410243082818,"FDA Approved Drugs Library"
"94","(S)-Naproxen","IR+ Compounds","1uM","AstroD",0.754182099166413,-0.223538776623644,0.613329262482664,0.706883204460996,-1.02062776676343,1.09355515486344,0.0665062131353017,0.318843855307639,-1.27604500325241,-0.685297661421651,-0.11656369858539,"FDA Approved Drugs Library"
"95","(S)-Naproxen","IR+ Compounds","10uM","AstroF",0.710385685807151,0.497273275299377,1.3998145443396,0.311299623253099,0.257000728105208,-0.704794609511421,-0.114119309881255,2.09784288344444,-0.413614219480102,0.460180378533114,NA,"FDA Approved Drugs Library"
"96","(S)-Naproxen","IR+ Compounds","1uM","AstroF",0.666324875266314,0.475204416901364,2.41665646094681,0.794131948101243,0.192173741903247,-1.08315117426867,-1.03432319501601,1.16243399865719,-0.367860288795215,0.666116676049736,NA,"FDA Approved Drugs Library"
"97","(Z,E) Clomiphene citrate","IR+ Compounds","1uM","AstroD",1.44703404620157,-0.919414782345788,-0.50487220179064,0.30071113138478,0.657875502008449,-1.57552583898798,0.623226211213291,0.857336953063044,-0.935150818573307,0.32246562865557,-0.685361036642498,"FDA Approved Drugs Library"
