"","Compound","Category","Concentration","Astrocyte","DistanceScore","PCA01","PCA02","PCA03","PCA04","PCA05","PCA06","PCA07","PCA08","PCA09","Library"
"17","5-Aminolevulinic acid hydrochloride","IR+ Compounds","1uM","AstroD",0.921607568917421,0.0445104702219823,0.496813993544752,0.0626790687152544,-0.998516519504857,-0.299371145284908,-1.33072157562577,-0.675148180373883,NA,NA,"Anti Cancer Drug Library"
"18","5-Aminolevulinic acid hydrochloride","IR+ Compounds","3uM","AstroD",0.919949320653569,1.17290935600493,0.490129348010986,0.534379092059153,-2.69599085231993,0.878657208158849,-0.526043865406325,1.19868250416819,NA,NA,"Anti Cancer Drug Library"
"19","5-Aminolevulinic acid hydrochloride","IR+ Compounds","3uM","AstroF",0.852321251941218,-0.542705154684232,0.183450944832935,-0.256499067311311,-0.253541003303054,-0.0983212788426311,-0.589853572576531,-0.480713023818116,-0.979464684573839,-0.75646240486864,"Anti Cancer Drug Library"
"20","5-Aminolevulinic acid hydrochloride","IR+ Compounds","1uM","AstroF",0.829216297148569,-0.801579561332626,0.0224840480523187,0.633094633371183,0.0994363953889025,0.0795719791282224,-0.00371264103600164,-0.217218999572452,-1.83398133842069,0.130145648262948,"Anti Cancer Drug Library"
"21","5-Azacytidine","IR+ Compounds","1uM","AstroD",1.34643415076574,0.155873536823245,-0.249292941585224,-1.58990256372897,0.0191297416336203,0.813915427924743,-0.558531780402692,-0.0452757579827911,NA,NA,"Anti Cancer Drug Library"
"22","5-Azacytidine","IR+ Compounds","3uM","AstroD",1.10234102790987,0.196332045020962,-0.359796537468262,-0.198472427741046,1.25755875650029,0.392574126340459,0.308020395013795,1.16794290005018,NA,NA,"Anti Cancer Drug Library"
"23","5-Azacytidine","IR+ Compounds","1uM","AstroF",1.44722101280574,-0.0181300278884199,-0.633947329041283,-0.0250713749130762,-0.0622086014513963,-0.58557206099669,-0.252142689698498,0.592652271061561,0.0737229850705653,-0.768580084049035,"Anti Cancer Drug Library"
"24","5-Azacytidine","IR+ Compounds","3uM","AstroF",1.3263927888157,1.30796594997172,-0.405953945120218,-1.16640478263527,-0.296933878255046,-0.734298154450441,-0.0994806845422444,0.291456286489137,0.798979287181021,-0.379877235415364,"Anti Cancer Drug Library"
"25","6-Mercaptopurine monohydrate","IR+ Compounds","1uM","AstroD",0.982989194689196,-0.978875203009112,-0.317205459517221,0.00501611394770732,-0.907142935595021,-0.121653030084935,0.659391651657554,1.8193879631785,NA,NA,"Anti Cancer Drug Library"
"26","6-Mercaptopurine monohydrate","IR+ Compounds","3uM","AstroD",0.872167956425427,-0.389627723379208,-0.170631263484998,0.488293736887066,-1.18876244290577,-0.521283236153237,-1.38801848515147,1.23053313145075,NA,NA,"Anti Cancer Drug Library"
"27","6-Mercaptopurine monohydrate","IR+ Compounds","1uM","AstroF",0.869747941902816,-0.393919105505162,1.06039196962671,1.20440540850447,0.467321666722893,0.398192404187916,-0.127724017118627,-0.224758437059172,-0.599256361623356,-0.513189803000884,"Anti Cancer Drug Library"
"28","6-Mercaptopurine monohydrate","IR+ Compounds","3uM","AstroF",0.611391734548602,-1.259889772106,0.684579380608663,0.899120966478206,0.192308119427051,-0.814494530764523,-0.437959716512426,-0.714140362802557,-0.483894094041875,-0.309160999059456,"Anti Cancer Drug Library"
"29","8-Methoxypsoralen","IR+ Compounds","1uM","AstroD",1.06199158226261,0.0914746247443759,-0.184224316021235,1.81412660977978,-0.280324852979356,-0.542538512242233,-1.58175091755109,0.579369776530622,NA,NA,"Anti Cancer Drug Library"
"30","8-Methoxypsoralen","IR+ Compounds","3uM","AstroD",0.805707314136584,-0.21310026543113,1.51928433808252,0.886289184963095,-0.599470316369307,-0.0978564932851901,-1.32443678630201,1.5036883687087,NA,NA,"Anti Cancer Drug Library"
"31","8-Methoxypsoralen","IR+ Compounds","3uM","AstroF",0.995876449280626,-0.592150100578399,-0.11409991651719,0.221392722384055,-0.845907541076205,1.39682039188095,-0.968567892581364,-0.779861257166198,-0.176533440695512,0.481474218675769,"Anti Cancer Drug Library"
"32","8-Methoxypsoralen","IR+ Compounds","1uM","AstroF",0.891531893741934,-0.950460521007779,0.452065545249171,-0.435208504945819,0.384326857784281,0.276061159062433,1.24441404271635,-0.698413018790097,2.27810323689312,0.968030881801609,"Anti Cancer Drug Library"
"33","Abemaciclib","IR+ Compounds","1uM","AstroD",0.967419741594491,0.364324026007734,-0.412895457314284,-1.24425193539511,-1.72153428992344,0.141911959374744,-0.974786219162139,0.00947515877525449,NA,NA,"Anti Cancer Drug Library"
"34","Abemaciclib","IR+ Compounds","3uM","AstroD",0.966225537990408,0.637702229676944,-0.508433192757461,-0.933325870939457,-1.24644472380812,0.684357187812229,-0.77267883708361,1.81354899683619,NA,NA,"Anti Cancer Drug Library"
"35","Abemaciclib","IR+ Compounds","3uM","AstroF",1.11357338877391,1.01795691011211,-0.304429306804622,1.75511957845205,-3.18877340995714,-3.21020039729155,-0.618141924026486,-0.445079769537306,0.479997700050877,0.412732237624007,"Anti Cancer Drug Library"
"36","Abemaciclib","IR+ Compounds","1uM","AstroF",0.836207753843302,1.00844181977697,0.525733184670911,-0.593886707227113,-2.58707026184984,-2.12686061720947,0.868683687778247,-0.0685642910481722,0.749673548293032,-1.98289567228714,"Anti Cancer Drug Library"
"37","Abiraterone","IR+ Compounds","3uM","AstroD",1.13624011080726,0.873207247629714,-0.21493836115269,0.670338601993987,-0.819364898280516,0.240392846099898,-0.95858146424576,-0.936579795212392,NA,NA,"Anti Cancer Drug Library"
"38","Abiraterone","IR+ Compounds","1uM","AstroD",0.860064655787099,-0.0674560244183213,0.687247391467975,-0.708335362034643,-1.8237599682109,-0.0217956565483782,-0.894114046605824,-1.14676255977608,NA,NA,"Anti Cancer Drug Library"
"39","Abiraterone","IR+ Compounds","3uM","AstroF",0.820879225515758,0.23996087217908,1.02893175810499,-0.495240234672782,-0.734506692562065,0.263492794462298,-0.779067300806552,0.0608071078450896,-0.042422025612334,0.140656635615086,"Anti Cancer Drug Library"
"40","Abiraterone","IR+ Compounds","1uM","AstroF",0.469277335168969,-0.609654099811986,0.231147398892538,-0.329364534171416,0.0237267231729865,-0.184512524617709,0.24866242687244,-0.506725901001512,-0.0628584953003702,0.325998061823922,"Anti Cancer Drug Library"
"41","ABT199","IR+ Compounds","3uM","AstroD",1.28270424378557,-0.745071958236447,-1.32878542337597,-0.38925364434284,0.855416224868574,-0.442443713459854,-1.18904864001732,-0.0229060384485935,NA,NA,"Anti Cancer Drug Library"
"42","ABT199","IR+ Compounds","1uM","AstroD",1.0211734243622,-0.456379252042888,-1.24635904665778,0.733923029782071,1.08402449507353,-0.767823555651856,0.562332007344087,-0.270664139878596,NA,NA,"Anti Cancer Drug Library"
"43","ABT199","IR+ Compounds","3uM","AstroF",1.29065088555099,0.0921860689727926,-1.00083765733905,0.132420969585592,1.02286311808012,0.751665056196107,-0.638670857407023,0.225052849964594,-0.180704683177606,0.563960295977295,"Anti Cancer Drug Library"
"44","ABT199","IR+ Compounds","1uM","AstroF",1.27325526588183,-0.613238247053167,-0.492249845201217,0.909414670920175,1.01301563281036,0.886227621165461,-0.424949351417749,-1.35581065442226,-0.715902874539463,0.280148246373675,"Anti Cancer Drug Library"
"45","Acalabrutinib","IR+ Compounds","3uM","AstroD",1.26021750017118,0.798005196320726,-1.18993134312091,0.746182482837816,-1.29266163768218,1.0391251817864,1.95049360132733,-1.81008472638675,NA,NA,"Anti Cancer Drug Library"
"46","Acalabrutinib","IR+ Compounds","1uM","AstroD",0.732940706182799,-0.12901098226879,0.562278058006645,0.413068981137656,-0.327771503349914,-0.73185449521222,-0.780689783332523,-0.754149034081012,NA,NA,"Anti Cancer Drug Library"
"47","Acalabrutinib","IR+ Compounds","3uM","AstroF",0.925838454471446,0.201860264717426,-0.901753700154971,-0.152601118998366,-1.42540994379227,-0.822820431921179,0.347442648665868,-0.690340216162371,-1.14707709015806,0.479854093963648,"Anti Cancer Drug Library"
"48","Acalabrutinib","IR+ Compounds","1uM","AstroF",0.814558925325681,-0.014595468016245,0.448198744040072,0.922369794349292,-0.446668627171838,-0.174917161895246,-0.368407739774712,-0.979695841413362,-1.17279451463465,0.395281245535018,"Anti Cancer Drug Library"
"49","Afatinib","IR+ Compounds","1uM","AstroD",0.876135963416605,1.52011409647037,-0.430788101852985,-0.565643479972131,-1.08098751839788,0.635026384965118,0.196758549979536,-1.97698191969485,NA,NA,"Anti Cancer Drug Library"
"50","Afatinib","IR+ Compounds","3uM","AstroD",0.86787672906583,2.12204723897515,-1.04662008958608,-2.15349878959792,-1.73322953121778,0.742870154251707,0.118150972404959,0.762649391552738,NA,NA,"Anti Cancer Drug Library"
"51","Afatinib","IR+ Compounds","3uM","AstroF",1.29663980960429,2.10991031842939,-1.46801910687964,-1.33320620403367,-1.76280631001811,-2.12046444278385,0.413198966496645,-0.0471675039958298,1.45185656126099,-0.323098404485629,"Anti Cancer Drug Library"
"52","Afatinib","IR+ Compounds","1uM","AstroF",1.22074941490259,0.382352694276876,-0.893106877021302,0.416958540834632,-1.83618150343379,-0.125948094298636,0.418551853892298,2.64943620546833,0.0435496961982016,-1.03322495439404,"Anti Cancer Drug Library"
"53","Afatinib Dimaleate","IR+ Compounds","3uM","AstroD",1.1335726905035,2.26952068359569,0.45084404943127,-2.09820089411261,-2.41356653506995,3.20299407922908,1.02310730431772,-0.261768302999543,NA,NA,"Anti Cancer Drug Library"
"54","Afatinib Dimaleate","IR+ Compounds","1uM","AstroD",0.832349646304108,1.36613689753384,0.141182013850492,-1.36786391813286,-2.28074557054388,1.0858611904591,0.617388388360478,-0.491323052237326,NA,NA,"Anti Cancer Drug Library"
"55","Afatinib Dimaleate","IR+ Compounds","1uM","AstroF",1.22643227090956,1.41200001947554,-1.10263437458958,-1.39086276944744,-1.22108118617787,-0.931525086476933,-0.439038738923192,0.579063081331164,0.834402732365782,-1.58021682435516,"Anti Cancer Drug Library"
"56","Afatinib Dimaleate","IR+ Compounds","3uM","AstroF",0.924606906996865,1.85993087402128,-0.788838786219582,-1.65862840155834,-0.56378980728734,-3.52292097661021,-0.152915145774034,-0.231530071848907,2.3924935012524,2.0437997674353,"Anti Cancer Drug Library"
"57","AICAR (Acadesine)","IR+ Compounds","1uM","AstroD",0.831259859806781,0.238634807551098,0.740573288408502,-1.1362471099383,-1.14510657516927,0.255971365916372,-0.0636650742006962,1.14013178978448,NA,NA,"Anti Cancer Drug Library"
"58","AICAR (Acadesine)","IR+ Compounds","3uM","AstroD",0.785585614405047,-0.0421790652761749,1.75202673918246,0.404620705124682,-1.13043300987793,0.0963490858362588,-1.32029754345481,1.27295303958443,NA,NA,"Anti Cancer Drug Library"
"59","AICAR (Acadesine)","IR+ Compounds","3uM","AstroF",0.812202739955014,-1.01101904472648,0.871041762231389,0.208241146040725,0.144924654998861,0.366268548471302,0.43853902064596,0.216006630455074,0.0964914183226832,-1.03891807151238,"Anti Cancer Drug Library"
"60","AICAR (Acadesine)","IR+ Compounds","1uM","AstroF",0.476254806664977,0.175495655873337,1.41835145050418,-0.871118216916098,-0.169405873773399,0.360226390515669,-0.455464908787923,-0.611488468207859,0.121418091673915,-0.644905741650923,"Anti Cancer Drug Library"
"61","Alectinib","IR+ Compounds","3uM","AstroD",1.658365892237,0.161870948597244,1.1241645448584,4.70764622302555,-0.654287132653952,5.85094707062844,1.57285008803385,0.683064009680914,NA,NA,"Anti Cancer Drug Library"
"62","Alectinib","IR+ Compounds","1uM","AstroD",1.2518210953919,-0.0552042141572084,-0.131994550161987,0.912286396301047,1.12965647726288,0.111467155833426,0.328009219352271,0.233274876174525,NA,NA,"Anti Cancer Drug Library"
"63","Alectinib","IR+ Compounds","1uM","AstroF",1.36313193225141,0.0156531847788533,-0.255975471453966,0.482967276778979,0.101039360181786,-0.880177367778199,-1.24708358330502,-0.273260885243494,-0.0375577162631976,-0.618955864706513,"Anti Cancer Drug Library"
"64","Alectinib","IR+ Compounds","3uM","AstroF",1.16566639760776,-0.196257555181872,-0.556724852142229,-0.388591386486773,-0.556219734455465,4.09790426639824,3.86041337435779,-0.117225079948267,0.936568849528445,-1.9801471803039,"Anti Cancer Drug Library"
"65","Alpelisib","IR+ Compounds","1uM","AstroD",1.29925264602961,-0.0480717838436846,-0.098377469661813,0.247853184973901,-0.234922549579264,-0.00404074942010712,-0.912802681648612,-0.464978020721093,NA,NA,"Anti Cancer Drug Library"
"66","Alpelisib","IR+ Compounds","3uM","AstroD",1.02630634932116,-0.591412893689064,0.934190480319806,0.475756255938746,0.617447072530878,0.0532164228343308,0.270354525170272,0.0221345098241806,NA,NA,"Anti Cancer Drug Library"
"67","Alpelisib","IR+ Compounds","3uM","AstroF",0.77403769330434,-0.190861755566642,0.727970272029955,-0.352990427887464,-0.718193717964721,0.558487681602369,-0.659881596975347,-0.12459804903236,-1.14847100139469,-0.0141351756740701,"Anti Cancer Drug Library"
"68","Alpelisib","IR+ Compounds","1uM","AstroF",0.688165451352267,0.633844995802416,-0.468253329481038,-1.14740107166634,-0.922388198429351,-1.02770727929143,0.195781484100246,-1.42738491488798,-1.01131162463617,-0.0172553338289223,"Anti Cancer Drug Library"
"69","Altretamine","IR+ Compounds","3uM","AstroD",0.923371928059194,0.662420202038439,0.493679903806122,-0.957405849284595,-0.275647082703273,0.616540400517445,-0.096792301336967,0.0112123341343231,NA,NA,"Anti Cancer Drug Library"
"70","Altretamine","IR+ Compounds","1uM","AstroD",0.848383705468626,0.199047359788043,1.917085891026,-0.516770759212165,-1.30815985796935,0.476181738627189,-0.40713810232157,-0.29908245229843,NA,NA,"Anti Cancer Drug Library"
"71","Altretamine","IR+ Compounds","1uM","AstroF",1.11966448061196,-0.137164561168209,0.0709180738489716,0.348738559957504,-0.0908414589896253,-0.148802606973154,0.387383431025344,1.052879937304,1.03294638741337,0.584805179088069,"Anti Cancer Drug Library"
"72","Altretamine","IR+ Compounds","3uM","AstroF",0.740030752712823,-1.25416033356501,0.821087296266859,-0.557313112548379,0.0306409062169308,1.11446062233962,-0.514576862038877,0.596135396715001,-0.0497587557974548,-0.245584287770157,"Anti Cancer Drug Library"
"73","Aminoglutethimide","IR+ Compounds","1uM","AstroD",1.20617721992225,-0.382898572205449,0.716311969417936,0.684407623058741,-0.466566821212117,0.381966127931527,-0.511332769858573,0.825304198367671,NA,NA,"Anti Cancer Drug Library"
"74","Aminoglutethimide","IR+ Compounds","3uM","AstroD",1.0661361517215,-0.442853963914806,-0.38304570888605,-1.33821982579441,-0.66295517476577,-0.0220419707595154,-0.205424636887851,-0.375446470090193,NA,NA,"Anti Cancer Drug Library"
"75","Aminoglutethimide","IR+ Compounds","1uM","AstroF",0.92909751558865,0.235380517850219,0.489521275655707,1.29186358794798,-0.435230464673896,-0.606112031527556,0.308741247319585,0.653101125470024,-0.34478543726228,0.257468152447162,"Anti Cancer Drug Library"
"76","Aminoglutethimide","IR+ Compounds","3uM","AstroF",0.750774263884197,-0.719449497669359,1.06751012120313,0.0556096252949805,-0.442100121778571,0.521058241743183,-0.365943195812012,-0.0268079543911508,-0.00464724135392825,-0.496580845360556,"Anti Cancer Drug Library"
"77","Amsacrine","IR+ Compounds","3uM","AstroD",1.07916588466075,1.98961966766205,1.43322939087463,1.82064564242276,-0.154967894937038,2.05414206091456,1.8111476107003,1.19167675443385,NA,NA,"Anti Cancer Drug Library"
"78","Amsacrine","IR+ Compounds","1uM","AstroD",0.743080804063134,1.17992047888645,0.435589020625517,-0.449014042865378,-0.276813735289492,0.361476950771304,-0.0834317294408827,-0.0348337529743964,NA,NA,"Anti Cancer Drug Library"
"79","Amsacrine","IR+ Compounds","3uM","AstroF",1.0653891848818,-0.108133488939639,1.13993249960503,-1.08495797208634,-1.66945414700241,3.6714943362419,2.72064317128969,1.73569565298948,0.210774636564965,-1.56640835571015,"Anti Cancer Drug Library"
"80","Amsacrine","IR+ Compounds","1uM","AstroF",0.973212527720232,0.636259831086973,-0.300937107822347,0.0507478580779813,-1.38913589416927,1.72211396801103,2.53122753088106,0.620934014116119,-1.17323878859241,-1.16956788420603,"Anti Cancer Drug Library"
"81","Andrographolide","IR+ Compounds","1uM","AstroD",0.955849317614538,0.480165919985762,-0.589886488972315,0.892366500794037,-1.30016526135769,1.13181039868425,1.90891882572907,0.0480024974597121,NA,NA,"Anti Cancer Drug Library"
"82","Andrographolide","IR+ Compounds","3uM","AstroD",0.887483643311751,1.08367901683204,0.19303324525966,-0.324908574231208,-2.36716306689469,0.570911656567465,-0.932834389101803,0.749890680527026,NA,NA,"Anti Cancer Drug Library"
"83","Andrographolide","IR+ Compounds","1uM","AstroF",1.0379052653591,0.405933704764206,-0.0742959527064287,0.298934244623919,-0.556803115979762,-0.939053489628854,0.955091163080516,-1.00561068379617,0.879071374129428,-0.106075124757591,"Anti Cancer Drug Library"
"84","Andrographolide","IR+ Compounds","3uM","AstroF",0.465089369941001,-1.14425331734353,0.639730471510383,0.111141708659034,-0.910352713449103,-0.487376050162979,-0.209124234296402,0.0354371898466761,-0.244905855135989,0.0910065179950303,"Anti Cancer Drug Library"
"85","Anethole trithione","IR+ Compounds","1uM","AstroD",0.754997872680079,-0.37766777078623,1.32104509585486,1.21606771842211,-0.676429392540316,0.0852497604182251,0.88572298823149,0.598727061131802,NA,NA,"Anti Cancer Drug Library"
"86","Anethole trithione","IR+ Compounds","3uM","AstroD",0.392336593167199,-0.397218272442785,0.174092519889811,-1.12817717186024,-0.189995173097455,-1.53745509586492,0.965324924462265,-0.248660479232841,NA,NA,"Anti Cancer Drug Library"
"87","Anethole trithione","IR+ Compounds","1uM","AstroF",0.829551643212361,-0.190534950772244,0.156186894163395,0.427380171732406,-0.482366294447924,0.046427630065894,-0.656875261909807,-0.444659275302029,-0.932889725142537,0.553632265344126,"Anti Cancer Drug Library"
"88","Anethole trithione","IR+ Compounds","3uM","AstroF",0.769169420001222,-1.25215213442187,1.06645262620274,0.268267011920056,-0.232839957973957,0.290420511122095,-0.207799392450197,1.33227000973994,-2.60476014458667,-0.428230047907771,"Anti Cancer Drug Library"
"89","Anlotinib","IR+ Compounds","1uM","AstroD",0.986005578186324,2.36638143491591,2.23347669282232,-2.81449748105726,2.77667841101371,1.71187139904216,0.823800447414154,1.2271379265595,NA,NA,"Anti Cancer Drug Library"
"90","Anlotinib","IR+ Compounds","1uM","AstroF",0.85673122627217,1.39215196385948,-0.568767336015034,-2.76963986921571,2.01405569123177,0.180717112960576,0.168485723113663,1.43461999819266,0.591219460052837,3.12567579551144,"Anti Cancer Drug Library"
"91","Anlotinib","IR+ Compounds","3uM","AstroF",0.772688337984902,0.809840706601728,0.82350385225181,-1.9828595787126,1.79743615800608,0.174566275672333,0.574969792449328,2.90405601736146,0.344167800677095,1.70110879913265,"Anti Cancer Drug Library"
"92","Anlotinib Dihydrochloride","IR+ Compounds","3uM","AstroD",1.13858670500088,0.793472964507344,0.744676858716986,-0.886605667308533,2.12377111017704,0.866939381668862,-0.392998410233462,-0.811968479633553,NA,NA,"Anti Cancer Drug Library"
"93","Anlotinib Dihydrochloride","IR+ Compounds","1uM","AstroD",1.00133586430866,-0.240214117820398,0.861204714792729,-0.784484307846589,1.83330662913083,-0.432602792291895,-0.150235248715311,-1.82677027659797,NA,NA,"Anti Cancer Drug Library"
"94","Anlotinib Dihydrochloride","IR+ Compounds","1uM","AstroF",0.901374502657115,1.92977722116174,-0.903743520970346,-2.2675354647751,2.37451008156292,-1.07471632299151,-0.0496631062512446,0.99954292865625,-0.574747367312076,2.18340208720432,"Anti Cancer Drug Library"
"95","Anlotinib Dihydrochloride","IR+ Compounds","3uM","AstroF",0.746075729643577,-0.0247309965478774,-0.624998657272054,-1.47775276914946,1.9610042625877,0.101811826838031,0.583135213453609,1.55954539408039,-0.463220676910215,1.81233791337525,"Anti Cancer Drug Library"
"96","Apalutamide","IR+ Compounds","3uM","AstroD",1.08135418845741,-0.893802790626929,1.07552769733981,1.75697288414234,0.833827080953885,-0.277835087445574,-0.558515729001974,-0.097008946014968,NA,NA,"Anti Cancer Drug Library"
"97","Apalutamide","IR+ Compounds","1uM","AstroD",0.84121954314632,0.254937420853357,1.0592366376339,-0.546085036055909,-0.319082048589099,-0.16637347508036,-0.943105874418056,-0.16346532656429,NA,NA,"Anti Cancer Drug Library"
"98","Apalutamide","IR+ Compounds","3uM","AstroF",1.20214737495564,-0.727349292988284,-0.978868814385956,0.988868263125553,-0.518001791739472,0.996205054563466,-0.43374618342312,-1.690681373745,-0.306376826838042,-0.362855799532156,"Anti Cancer Drug Library"
"99","Apalutamide","IR+ Compounds","1uM","AstroF",1.0920510934397,-0.522403033810389,-1.66242871686168,0.300457929566855,-0.572044348085118,-0.769186043504052,0.791493078025831,-2.22312797831707,-1.60620878484777,0.770338862341966,"Anti Cancer Drug Library"
"100","Apatinib","IR+ Compounds","1uM","AstroD",0.945685368813596,-0.624474159101624,0.713262243729509,-0.0127355402970625,-1.21458603503494,-0.319203697043958,-0.987453618616554,0.566442016388087,NA,NA,"Anti Cancer Drug Library"
"101","Apatinib","IR+ Compounds","3uM","AstroD",0.827001645852359,0.531026175435199,0.547507885127159,-0.602223704910768,-0.572833890547676,0.257913372084361,-1.00168046988203,0.417335756656756,NA,NA,"Anti Cancer Drug Library"
"102","Apatinib","IR+ Compounds","3uM","AstroF",1.14470993721645,-0.100608658310661,0.848450852616473,0.0604906059690826,-1.95227758984018,0.45928690414445,-0.971581105102074,-0.170317388371326,0.303269098576831,-0.83443042637231,"Anti Cancer Drug Library"
"103","Apatinib","IR+ Compounds","1uM","AstroF",1.03068819615828,0.287445487362045,0.302284513398211,-0.453806263014702,-0.978552341311335,0.421087028006237,-0.356728227910034,-0.600962865929638,0.627826059501968,-1.30507520770719,"Anti Cancer Drug Library"
"104","Apigenin","IR+ Compounds","1uM","AstroD",0.933882632154512,0.707730583377121,0.591901983830855,-0.833128442812102,-0.759675515038753,0.269781442501772,-0.971005553109691,0.417124867568447,NA,NA,"Anti Cancer Drug Library"
"105","Apigenin","IR+ Compounds","3uM","AstroD",0.78223032275421,-0.660206976101032,0.86571217384083,-0.258982470501646,-1.06070365019762,-0.31647541645083,-1.2646283914423,1.28105169764383,NA,NA,"Anti Cancer Drug Library"
"106","Apigenin","IR+ Compounds","1uM","AstroF",1.22838778975754,-0.708414522638035,-0.662375456556708,0.0509227163235786,-0.0705384837286152,0.461022295516556,0.396709536256901,-1.0130679669113,0.146291704777087,0.303676307442326,"Anti Cancer Drug Library"
"107","Apigenin","IR+ Compounds","3uM","AstroF",0.880243337366575,-0.769408169509075,0.704983067348465,0.769180657427793,-0.898909816743442,-0.70733303908811,-0.701536114328219,1.01401630764044,-0.412304400648038,-0.0447207773502596,"Anti Cancer Drug Library"
"108","Apramycin sulfate","IR+ Compounds","1uM","AstroD",0.926117785859021,0.572272739108179,0.504669563507806,-1.38097870889811,-0.217407392708394,0.0306406017596491,-0.88714608608349,0.644098605372403,NA,NA,"Anti Cancer Drug Library"
"109","Apramycin sulfate","IR+ Compounds","3uM","AstroD",0.904987130216941,-0.89700814857505,0.874785637417879,1.62002029265331,-0.631143752054166,-0.827933055308531,-0.99610226435702,-0.0608462232615951,NA,NA,"Anti Cancer Drug Library"
"110","Apramycin sulfate","IR+ Compounds","1uM","AstroF",1.44557431462568,0.186438651307919,-0.138357137701169,0.850123702235977,0.119532431922718,0.131270395685983,-1.39773936688654,-0.887943531057571,0.708429063669759,-0.080302192218992,"Anti Cancer Drug Library"
